,interview,task,meanabspathangles,meanpathdistance,meanrelpathangles,stddevabspathangles,stddevpathdistance,stddevrelpathangles,eyemovementvelocity,abspathanglesrate,relpathanglesrate,sumabspathangles,sumpathdistance,sumrelpathangles
11,EA-049,Reading,1.51998571564,238.547510566,0.648315345519,1.32649575372,131.587292427,1.00619123483,0.0855658454576,0.000545211570364,0.000218868327812,25.8397571658,4055.30767962,10.3730455283
12,EA-049,Memory,1.57168024393,73.763595676,1.29788210607,0.996550271994,33.9318040558,0.921123311107,0.0251448620173,0.000535761340086,0.000429020911653,51.8654480497,2434.19865731,41.5322273944
13,EA-049,CookieTheft,1.49321069153,113.232572867,1.36205197624,1.22817574396,94.8408163722,1.05991891991,0.0506349212781,0.000667728409793,0.000598003209236,82.126588034,6227.79150768,73.5508067168
14,EA-049,PupilCalib,1.55148072841,43.4983156832,1.47636548496,1.38787380346,23.5225492479,1.25693205081,0.032197124858,0.00114839432154,0.000956195262282,12.4118458273,347.986525465,10.3345583947
15,EA-063,EA-063_allsc,1.37059424777,104.04064496,1.29162589586,1.23550086,85.544933941,1.10940764242,0.0643507454684,0.000847733706499,0.000767561519815,139.800613272,10612.1457859,126.579337794
16,EA-063,Reading,1.27508985065,133.768567855,1.08715741798,1.20350049102,115.396378336,1.07301265856,0.079857361927,0.000761205067269,0.000628731226935,40.8028752208,4280.59417137,33.7018799574
17,EA-063,Memory,1.18812502871,91.4142302916,0.812966731614,1.15483479439,53.8904662275,0.73348788939,0.0242846990414,0.000315632026369,0.000196335578915,13.0693753159,1005.55653321,8.12966731614
18,EA-063,CookieTheft,1.43365323767,91.7442703817,1.48502617894,1.27172871016,67.5406107759,1.15853472139,0.0840836493303,0.0013139435912,0.00133672285427,80.2845813093,5137.67914138,81.6764398415
19,EA-063,PupilCalib,1.8812604755,62.7719799919,1.53567533958,1.63112596538,37.1351288115,1.32702993564,0.0214019706757,0.000641411686156,0.000349056788176,5.64378142649,188.315939976,3.07135067916
20,EA-069,EA-069_allsc,1.60376284184,94.4037225984,1.05941556873,1.24953319094,82.4185123481,1.0461352727,0.040711085247,0.000685091005557,0.000429216369134,103.244584719,6135.2419689,64.6837652612
21,EA-069,Reading,1.61394429882,119.678994876,1.3982027324,1.3452192579,109.287232809,1.16038165767,0.0366358039451,0.000494056178955,0.000404235411826,29.0509973787,2154.22190778,23.7694464508
22,EA-069,Memory,1.74085365074,121.091248254,0.964532079822,1.18858115531,104.826005912,0.89031070883,0.0198504819411,0.000285378047169,0.000131763077487,10.4451219044,726.547489525,4.82266039911
23,EA-069,CookieTheft,1.5792308643,79.4017700389,0.927291460283,1.24457766341,61.594381948,1.00447035715,0.0634595043196,0.00126215332235,0.000723034277024,64.7484654363,3255.4725716,37.0916584113
24,EA-069,PupilCalib,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
25,EA-073,EA-073_allsc,1.35797992443,102.725504261,1.2499354897,1.23936559281,103.354309794,1.15569406287,0.0678001248525,0.000896283830252,0.000793842082336,143.94587199,10888.9034517,127.493419949
26,EA-073,Reading,1.29956472421,136.194358893,1.24950738818,1.27125647275,119.581534215,1.1974045742,0.0876438432493,0.000836296362833,0.000791320218462,81.872577625,8580.24461027,77.4694580672
27,EA-073,Memory,1.37047073139,50.8476366499,1.1760553039,1.20554434608,29.3628452501,1.07216932591,0.0285676929321,0.000769970633964,0.000627705229903,27.4094146279,1016.952733,22.3450507741
28,EA-073,CookieTheft,1.47114151012,61.9372044548,1.29410520552,1.17048557936,55.9319351881,1.11514552677,0.0509861152683,0.00121102964319,0.000989202544347,20.5959811417,867.120862367,16.8233676717
29,EA-073,PupilCalib,1.56309984393,47.1761384507,1.35694292954,1.36405425045,17.7753609244,1.28746357578,0.0420423057784,0.00139299916778,0.00107491270782,14.0678985954,424.585246056,10.8555434363
30,EA-109,EA-109_allsc,1.47951250658,112.456499899,1.28751083551,1.18014308778,98.5951654043,1.03902932122,0.0701430464997,0.000922823621928,0.000782341203777,229.32443852,17430.7574843,194.414136162
31,EA-109,Reading,1.46797821983,127.336620666,1.34272323839,1.23388211424,113.587271261,1.109648657,0.0888608974799,0.00102441749602,0.000925985616442,124.778148686,10823.6127566,112.788752025
32,EA-109,Memory,1.5757780134,105.358842188,0.75277353389,1.18698681807,95.9020019125,0.705475151066,0.0322500741332,0.000482341649682,0.000215060596573,23.636670201,1580.38263282,10.5388294745
33,EA-109,CookieTheft,1.47867299703,96.5698362679,1.40764134054,1.13235850756,68.5313294286,0.9887274348,0.0731397433749,0.00111991246664,0.00104435730167,72.4549768545,4731.92197713,67.5667843459
34,EA-109,PupilCalib,1.40910712983,49.1400196208,0.703954063353,1.01410108133,24.7772106177,0.408243253661,0.0226834988248,0.000650457207183,0.000270793223324,8.45464277896,294.840117725,3.51977031677
35,EA-123,EA-123_allsc,1.36591791984,159.252720043,1.01754320181,1.2557086074,148.049052305,1.12668242727,0.0304958019981,0.000248901886328,0.000169166973082,38.9775375953,4775.5816013,26.4912096507
36,EA-123,Reading,1.35040495534,176.799044597,1.05355591393,1.2596940563,161.08706169,1.20053392896,0.0567134077694,0.000433181452199,0.00031807862146,22.9568842407,3005.58375815,16.8568946229
37,EA-123,Memory,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
38,EA-123,CookieTheft,1.3862041042,136.307526397,0.969526252318,1.30155715333,131.774541427,1.07053576164,0.0359387872299,0.000365486012951,0.000235961445419,18.0206533545,1771.99784316,11.6343150278
39,EA-123,PupilCalib,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
40,EA-127,EA-127_allsc,1.45328263654,88.7581539891,1.19674659823,1.26665075234,70.9887998145,1.15356088306,0.0628217187782,0.00102861212176,0.000831981195588,326.988593222,19970.5846476,264.480998209
41,EA-127,Reading,0.992018261023,147.052905658,1.44583627616,1.28251115271,102.760715575,1.34703271892,0.141856331868,0.000956962196873,0.00136627898919,48.6088947901,7205.59237723,69.4001412558
42,EA-127,Memory,1.56649092618,68.0515911264,1.10222788696,1.23263097318,39.734924474,0.9922288915,0.0236708671386,0.000544883638629,0.000374682196584,68.925600752,2994.27000956,47.3957991391
43,EA-127,CookieTheft,1.5838628815,76.5807264987,1.15290393799,1.24765481001,51.4488971168,1.13525298659,0.0728808479668,0.00150734101313,0.00108835476705,196.398997305,9496.01008584,141.807184373
44,EA-127,PupilCalib,1.63188754684,34.3390218652,0.839696205872,1.21156256806,12.1164151862,0.856230070761,0.026652971274,0.0012666246604,0.000570279755613,13.0551003747,274.712174921,5.8778734411
45,EA-135,EA-135_allsc,1.32922745385,193.058045184,1.27546700709,1.29333482286,199.537730954,1.17819363893,0.019051053244,0.000128285930759,0.000111872709596,44.1937334308,6562.97353625,38.5394772196
46,EA-135,Reading,1.52481081288,329.6805237,0.931029134123,1.44099136183,219.01414287,1.28359713444,0.0325270781251,0.000150441524054,8.52963307699e-05,21.3473513803,4615.5273318,12.1033787436
47,EA-135,Memory,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
48,EA-135,CookieTheft,1.26654521709,170.365474998,1.53615003528,1.27101765055,152.74995414,1.15157612927,0.0153311488317,0.000113976104756,0.000120958056299,10.1323617367,1362.92379999,10.7530502469
49,EA-135,PupilCalib,1.14283502615,48.7935337058,1.5166407481,1.20277653486,32.7765060288,1.0610463689,0.0393020811162,0.000920527608658,0.00111981797752,13.7140203138,585.52240447,16.6830482291
50,EA-141,EA-141_allsc,1.4865537326,82.7367046702,1.12925399044,1.26444909224,85.2105418489,1.13335510188,0.0510688875194,0.000917569120797,0.000675580343071,193.251985238,10755.7716071,142.286002795
51,EA-141,Reading,1.28095208862,163.895890087,1.43519015033,1.22768687629,162.552411866,1.26412380025,0.0675188581526,0.000527703423957,0.000564368914799,28.1809459496,3605.70958192,30.138993157
52,EA-141,Memory,1.52322464558,66.2771119434,1.06903507832,1.26894397905,45.5755882806,1.11301971957,0.0475381374376,0.00109255307642,0.000757758650017,129.474094874,5633.55451519,89.798946579
53,EA-141,CookieTheft,1.71831134467,61.1444034407,0.964368253408,1.25000852145,40.7206764944,0.929180289215,0.0400561668171,0.00112567891733,0.000589647357632,25.77467017,917.16605161,13.5011555477
54,EA-141,PupilCalib,1.22778428062,74.917682301,1.2638439302,1.46767127316,35.142011954,1.40110762675,0.0379162053778,0.000621387628582,0.000559682894378,9.82227424499,599.341458408,8.84690751143
55,EA-149,EA-149_allsc,1.55096177598,185.167133208,1.74991615283,1.3046036646,233.104656702,1.20264148451,0.0568070721198,0.000466596359849,0.000511372235695,100.363477214,12219.0307917,109.994633781
56,EA-149,Reading,1.24376172899,207.810434214,1.7529561891,1.23082806908,273.297875055,1.18343921481,0.140636291088,0.000841719219849,0.00115995536921,55.9692778046,9351.46953964,77.1300723204
57,EA-149,Memory,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
58,EA-149,CookieTheft,2.20924759094,136.64577391,1.74322807304,1.23744207836,93.007145404,1.27518441716,0.052266971187,0.000845036599937,0.000635032630156,46.3941994098,2869.56125211,34.8645614608
59,EA-149,PupilCalib,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
60,EA-152,EA-152_allsc,1.46547774713,173.670520521,1.32288188999,1.15353815937,192.670563448,1.06749791505,0.0513067724306,0.000432940104336,0.000376065910019,155.340641196,18409.0751752,134.933952779
61,EA-152,Reading,1.39399666358,220.901420818,1.42936914245,1.17327665666,223.551682195,1.0245828786,0.0424030656736,0.000267584209535,0.000265799931712,44.6078932347,7068.84546618,44.3104434159
62,EA-152,Memory,1.41468853857,175.717264409,1.23018560081,1.19286957709,211.767472122,1.09598961756,0.046190231715,0.000371874622684,0.000309900973905,33.9525249257,4217.21434581,28.2942688185
63,EA-152,CookieTheft,1.46937461152,190.078970817,1.12339534383,1.16891097638,169.630390091,1.07912348441,0.0730263396662,0.000564518257947,0.000418902645782,49.9587367918,6462.68500778,37.0720463464
64,EA-152,PupilCalib,1.67634289026,41.2706472138,1.68381294651,1.10422784821,20.7376290142,1.0722034492,0.0536897597707,0.0021807859374,0.00205359738171,26.8214862441,660.33035542,25.2571941977
65,EA-169,EA-169_allsc,1.30599877285,105.11031975,1.30784989467,1.18846319533,129.013942285,1.06583623426,0.0419599283103,0.000521353326797,0.000487286139821,78.3599263709,6306.61918497,73.2395941013
66,EA-169,Reading,1.24213067747,151.983785773,1.21297788331,1.29682400496,154.53817625,1.15767700364,0.09082749576,0.000742313518956,0.000703571092211,42.232443034,5167.44871627,40.0282701491
67,EA-169,Memory,1.34065830872,47.2064311622,1.46499876808,1.01176940466,31.3851559762,0.853363688481,0.0230541625005,0.000654736097308,0.000677804339429,25.4725078658,896.922192082,26.3699778255
68,EA-169,CookieTheft,2.79282165001,70.2281994643,0.0,0.0,0.0,0.0,0.00156745378681,6.23342034195e-05,0.0,2.79282165001,70.2281994643,0.0
69,EA-169,PupilCalib,1.31035897019,28.6700128583,1.36826922533,1.18641860794,17.3849485259,1.27021283347,0.017735857011,0.000810614890313,0.000705366133278,7.86215382115,172.02007715,6.84134612666
70,EA-184,EA-184_allsc,1.32687865709,114.123109226,1.29144329752,1.28192976813,110.596521484,1.22147311659,0.0715519583251,0.00083191535017,0.000789199689763,209.64682782,18031.4512577,198.882267819
71,EA-184,Reading,1.28356440037,172.391750671,1.44876051693,1.33929114991,141.452910845,1.31945507834,0.153972422273,0.0011464209807,0.00126859469793,65.4617844188,8791.97928424,72.4380258466
72,EA-184,Memory,1.13093418255,117.227892693,1.11628306862,1.18346064761,84.59424996,1.1343784305,0.0357033225913,0.000344441131046,0.000321091219549,20.356815286,2110.10206847,18.9768121665
73,EA-184,CookieTheft,1.43304303848,85.5788507791,1.25577173423,1.28446474641,81.0429583168,1.19449402827,0.0551867301201,0.00092411803495,0.000799285220897,110.344313963,6589.57150999,95.4386518012
74,EA-184,PupilCalib,1.12365951265,44.9831995852,1.09352527312,1.24211420651,22.685880793,1.14374449592,0.0329185507393,0.000822290166591,0.000733551530936,13.4839141518,539.798395023,12.0287780043
75,EA-194,EA-194_allsc,1.48388447353,87.3133921293,1.17632453689,1.23035583845,63.4736222841,1.04817617824,0.0643983224064,0.00109444460248,0.000846945403678,249.292591552,14668.6498777,192.91722405
76,EA-194,Reading,1.35091314214,127.920883744,1.40359487451,1.2529746707,88.5279694995,1.15271082518,0.105487259822,0.00111400204135,0.00112776684635,52.6856125435,4988.91446603,53.3366052313
77,EA-194,Memory,1.53925633989,67.1948462149,1.07523657099,1.24780675169,40.6195038091,1.04270378185,0.0349150639037,0.000799811838239,0.000550107443548,100.051662093,4367.66500397,68.8151405432
78,EA-194,CookieTheft,1.40405681744,84.0058193482,1.10587641349,1.17046469483,53.9182679242,0.886690353472,0.101602609808,0.00169816612799,0.00131180390491,73.0109545068,4368.30260611,56.3996970878
79,EA-194,PupilCalib,1.96203020078,78.647316802,1.30598010796,1.3368928279,51.3996769694,1.38054102302,0.0761225844188,0.0018990452016,0.00115871763087,23.5443624094,943.767801624,14.3657811875
80,EA-195,EA-195_allsc,1.44935331056,74.4276108687,1.18853954702,1.19045740927,76.422803854,1.06818464367,0.0538456299956,0.00104855363732,0.000838095782126,228.997823068,11759.5625173,183.035090242
81,EA-195,Reading,1.34864477716,100.508042505,1.36932837937,1.21146421379,103.202115105,1.06298309266,0.0700168385993,0.000939505350382,0.00093852843979,83.615976184,6231.49863533,83.5290311413
82,EA-195,Memory,1.55660891851,47.6156443268,0.936753271443,1.14408497592,27.0255358677,0.930814046356,0.0343331990205,0.00112239085603,0.000664371875396,94.9531440294,2904.55430393,56.2051962866
83,EA-195,CookieTheft,1.48149457126,81.136013444,1.21619005786,1.24133247265,68.813733453,1.19244116527,0.0648204628651,0.00118358247793,0.000935641540547,40.0003534241,2190.67236299,31.6209415043
84,EA-195,PupilCalib,1.30354367882,54.1046518757,1.66856018707,1.35458784416,37.3678493652,1.45390901912,0.0393524152201,0.000948117958954,0.00106190756519,10.4283494305,432.837215006,11.6799213095
85,EE-031,EE-031_allsc,1.58209472623,115.524038484,1.21503135624,1.16546135281,104.009436639,0.978230141291,0.0196305095197,0.000268838641653,0.000190583188786,20.567231441,1501.8125003,14.5803762749
86,EE-031,CookieTheft,1.58209472623,115.524038484,1.21503135624,1.16546135281,104.009436639,0.978230141291,0.0196305095197,0.000268838641653,0.000190583188786,20.567231441,1501.8125003,14.5803762749
87,EE-057,EE-057_allsc,1.48280617219,85.3983616096,1.46914479271,1.26884357571,79.459786859,1.20416292872,0.0488525965758,0.000843358803842,0.000813616389233,169.522709801,9819.8115851,163.544216783
88,EE-057,Reading,1.44576807917,107.750324179,1.52838618702,1.28132534087,90.0109572138,1.2103813947,0.0600350769598,0.000805536304044,0.000836628705641,82.4087805126,6141.76847822,85.5896264732
89,EE-057,Memory,1.49876574896,75.6802758825,1.46026942002,1.31713493502,78.4860141765,1.30556723586,0.0325087095715,0.000643799720343,0.000592415524542,26.9777834813,1362.24496589,24.8245801404
90,EE-057,CookieTheft,1.52840364519,57.919953525,1.38794897871,1.26021060398,50.8815011839,1.17705667835,0.046333182829,0.00122264955718,0.00108253525128,61.1361458075,2316.798141,54.1300101698
91,EE-057,PupilCalib,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
92,EE-087,EE-087_allsc,1.43344150778,74.8918610037,1.17848155528,1.21385067642,87.5377783664,1.13923573683,0.00788827091879,0.000149288671003,0.000116322166391,86.4399319746,4567.40352123,67.3519302064
93,EE-087,Reading,1.6357826241,54.0310386772,1.31264134941,1.10873605785,37.8510985953,1.17070472615,0.00335412488038,0.000101545691749,7.46953268057e-05,19.6293914892,648.372464126,14.4390548435
94,EE-087,Memory,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
95,EE-087,CookieTheft,1.3764526948,85.5642517377,1.23557013889,1.24514818172,100.443140686,1.17492655008,0.0203949136907,0.00032808834694,0.000287658859061,59.1874658764,3679.26282472,51.8939458335
96,EE-087,PupilCalib,1.4371791015,40.1280387302,0.403785905869,1.35175211448,24.1265125785,0.29078738136,0.0167211773305,0.000598866213555,0.000140213176564,8.62307460897,240.768232381,2.01892952935
97,EE-093,EE-093_allsc,1.44807060067,101.671042522,1.24385956652,1.30402143994,85.5890744303,1.17375856985,0.0360013134089,0.000512756063478,0.000407820134465,78.1958124364,5490.23629617,62.1929783261
98,EE-093,Reading,1.51163529151,148.925504869,1.02155937893,1.44337473443,102.680797108,1.28958606097,0.0559039211547,0.00056744034694,0.000366044106634,33.2559764131,3276.36110711,21.4527469575
99,EE-093,Memory,1.63629183694,64.9447924705,1.28741194396,1.04055314589,63.3103697624,0.778491786339,0.0111430351315,0.000280750106834,0.000189334566982,11.4540428586,454.613547293,7.72447166373
100,EE-093,CookieTheft,1.32026915568,68.7379702884,1.49507584745,1.25387387221,49.7037144828,1.1448730334,0.0380069071479,0.000730009149232,0.000790722134861,30.3661905806,1580.97331663,32.8916686438
101,EE-093,PupilCalib,1.55980129202,89.1441625662,0.124091061064,2.13369583832,67.9311162925,0.0,0.0155046808533,0.000271293380646,1.07914654374e-05,3.11960258405,178.288325132,0.124091061064
102,EE-100,EE-100_allsc,1.53337132535,97.1326029694,1.16447653489,1.21009835592,91.1281638014,1.1228030868,0.0267573568071,0.000422401566683,0.000300414151232,96.6023934972,6119.35398707,68.7041155584
103,EE-100,Reading,1.41327117356,142.02003867,1.07582222253,1.29051525051,121.242608872,1.2352828289,0.0387142142715,0.000385253261087,0.000277830703093,26.8521522977,2698.38073472,19.3648000056
104,EE-100,Memory,1.61001140168,75.3407980255,1.20250952232,1.14411074444,52.608369754,1.08618773949,0.00778928510733,0.000166454804866,0.000113022061198,17.7101254185,828.74877828,12.0250952232
105,EE-100,CookieTheft,1.5910384532,82.6414050779,1.22968504692,1.22565793218,72.8313904781,1.10996424447,0.0584864862547,0.00112600032074,0.000842192347732,49.3221920492,2561.88355741,36.8905514077
106,EE-100,PupilCalib,1.35896186586,15.1704583268,0.423668921878,1.46683830371,3.5657240932,0.0,0.00344822328147,0.000308890070657,4.8149667221e-05,2.71792373171,30.3409166536,0.423668921878
107,EE-105,EE-105_allsc,1.44700010626,96.2657558182,1.08185211461,1.28380597318,98.1369859494,1.12192656966,0.040571310873,0.000609839819419,0.000439949620351,164.958012114,10974.2961633,119.003732607
108,EE-105,Reading,1.17742451402,210.122893045,0.950357027674,1.36974404006,158.236564469,1.28456441245,0.0645528925962,0.000361722404884,0.000277365686023,23.5484902803,4202.4578609,18.0567835258
109,EE-105,Memory,1.50104175759,72.0475120382,1.18153885865,1.32917510079,44.1908373396,1.22367624345,0.0136759729494,0.000284925959162,0.000214083831161,33.0229186669,1585.04526484,24.8123160316
110,EE-105,CookieTheft,1.50180596471,77.6134574429,1.04176460763,1.28298190312,62.6794310751,1.1073053559,0.0600049175931,0.00116108399396,0.000792423885395,93.1119698117,4812.03436146,63.5476410653
111,EE-105,PupilCalib,1.52746333548,37.4758676078,1.39855466495,1.12130768858,19.9571581989,0.552874985982,0.0403009652735,0.00164261031883,0.00135358554517,15.2746333548,374.758676078,12.5869919845
112,EE-126,EE-126_allsc,1.40850668582,129.230094077,1.22150944031,1.25692424188,161.413758416,1.13654845894,0.060403976774,0.000658355979264,0.000544394965544,121.131574981,11113.7880906,100.163774105
113,EE-126,Reading,1.33526907527,178.652827978,1.09441514757,1.33068310613,202.087375201,1.18699444781,0.0726867920311,0.000543268341612,0.00043537938838,60.0871083873,8039.37725902,48.154266493
114,EE-126,Memory,1.21320579694,85.4512021714,1.37842965099,1.13169106209,129.333963271,0.86675353918,0.0223251750532,0.000316964900481,0.000308684279697,8.49244057858,598.1584152,8.27057790592
115,EE-126,CookieTheft,1.59535917917,78.3616118505,1.27511939881,1.2201913118,55.6441239428,1.16426808412,0.0555031815578,0.00112998581934,0.000867034949329,39.8839794793,1959.04029626,30.6028655715
116,EE-126,PupilCalib,1.40756072618,57.4680133498,1.64200801688,1.20301877017,32.8801744495,0.983489319604,0.045775034972,0.00112116528327,0.00116258643553,12.6680465357,517.212120148,13.136064135
117,EE-146,EE-146_allsc,1.40364455445,70.1186237477,1.22522923278,1.16361384587,67.5355306456,0.971856322985,0.0750867793408,0.0015030977977,0.00127584687401,203.528460395,10167.2004434,172.757321822
118,EE-146,Reading,1.24805518695,92.1402636429,1.45271682267,1.19395643531,88.1297385286,1.08519970423,0.107569466717,0.00145704630729,0.00167139982643,86.1158078995,6357.67819136,98.7847439418
119,EE-146,Memory,1.54766856118,46.9972270186,1.05993119979,1.16096339613,24.836810763,0.812104978794,0.0513891163794,0.00169229813869,0.00113071388926,63.4544110085,1926.88630776,42.3972479918
120,EE-146,CookieTheft,1.59225228521,57.7697704874,1.0454313959,1.10333575107,38.8728377994,0.879556296369,0.0521387820283,0.00143705079892,0.000905788935079,39.8063071302,1444.24426218,25.0903535017
121,EE-146,PupilCalib,1.41519343572,43.8391682118,0.720552931819,1.13029566602,13.3552873631,0.516372185541,0.0394698552371,0.00127414552599,0.000583863904418,14.1519343572,438.391682118,6.48497638637
122,EE-174,EE-174_allsc,1.48457822003,97.5756275561,1.2465978797,1.23790468963,77.9218818578,1.08264718241,0.0503553210844,0.000766138172174,0.000627140682289,236.047936985,15514.5247814,193.222671354
123,EE-174,Reading,1.50401943394,119.553562088,1.15807902961,1.27458070786,98.9121394443,1.11493511055,0.0499401084568,0.000628261444831,0.000473882112319,73.696952263,5858.1245423,55.5877934214
124,EE-174,Memory,1.49569698361,75.9720349413,1.14271321722,1.20435297039,57.1105730006,0.979769066434,0.0318778644446,0.00062759442643,0.000452844531044,26.922545705,1367.49662894,19.4261246927
125,EE-174,CookieTheft,1.49175985932,91.5970596923,1.36835155818,1.26127286556,69.2509920834,1.10011334565,0.0538011084749,0.000876210811561,0.000793678262979,119.340788745,7327.76477538,108.099773096
126,EE-174,PupilCalib,1.34063752263,80.0949028998,0.918998194892,1.10931708148,39.1160027165,0.970188205823,0.0821556402084,0.00137513037623,0.000864089250689,16.0876502715,961.138834798,10.1089801438
127,EH-061,EH-061_allsc,1.50475126763,119.896011351,1.17766358627,1.22134481289,121.032490864,1.09101038091,0.0827795399094,0.00103892211433,0.000792636547828,239.255451553,19063.4658048,182.537855872
128,EH-061,Reading,1.41170128224,209.978772163,1.42241882257,1.35148505998,217.618119073,1.31835048577,0.0896603572599,0.000602792558533,0.000587776372964,43.7627397495,6509.34193707,42.6725646772
129,EH-061,Memory,1.48826498557,80.0655827422,1.13745141825,1.23402114065,39.0462867549,1.09830386741,0.0843770864127,0.00156840753531,0.00117519880383,75.901514264,4083.34471985,56.8725709124
130,EH-061,CookieTheft,1.55851505632,111.324832456,1.1424437938,1.16821537244,81.200545851,0.987225507629,0.0818408319244,0.00114574768237,0.000828366379861,113.771599112,8126.71276926,82.2559531538
131,EH-061,PupilCalib,1.45489960698,86.0165946617,0.245589043017,1.41263329174,11.5553994771,0.11148795194,0.0344100788726,0.000582018044598,7.36840813133e-05,5.81959842793,344.066378647,0.736767129052
132,EH-164,EH-164_allsc,1.20593825914,95.2984683922,1.67046617673,1.22749266016,99.8708975655,1.20472862434,0.0633519101554,0.000801675971661,0.00107875383448,168.83135628,13341.7855749,227.183400035
133,EH-164,Reading,0.955961594508,110.87468739,1.67837808968,1.18060537914,114.558792738,1.27174873472,0.101897962153,0.000878564266287,0.00152412889982,80.3007739386,9313.47374079,139.305381443
134,EH-164,Memory,1.43686276099,55.5068885033,1.70570571061,1.07031244664,47.2809063584,0.94445576099,0.023054715823,0.000596799127539,0.000653965574854,18.6792158929,721.589550543,20.4684685273
135,EH-164,CookieTheft,1.62622485032,80.757397603,1.73094760479,1.26761205073,73.9933259016,1.15144915746,0.0423900524437,0.00085361538059,0.000885287944412,63.4227691625,3149.53850652,65.7760089818
136,EH-164,PupilCalib,1.60714932145,39.2959442645,0.544513694007,1.34992747643,13.0807117218,0.491193673653,0.011557630666,0.000472690976897,0.000120113314854,6.4285972858,157.183777058,1.63354108202
137,EH-173,EH-173_allsc,1.40012634455,65.4394055279,1.07594793313,1.12804847612,47.5608991699,0.943393921985,0.0380148320247,0.000813356529936,0.000593388544801,110.609981219,5169.7130367,80.6960949846
138,EH-173,Reading,1.42250121231,81.3184222041,1.12536857356,1.12964233385,51.9073022712,0.984052860684,0.0642440941032,0.00112382039971,0.000868870051767,62.5900533415,3578.01057698,48.3908486631
139,EH-173,Memory,1.30925130206,45.6772417798,0.801969399592,1.16335475936,34.9140234741,0.684849990284,0.0231306452866,0.000662995975219,0.000385806268952,26.1850260413,913.544835596,15.2374185923
140,EH-173,CookieTheft,1.79405313136,48.0115119623,2.0217210394,1.12629175528,41.261680675,0.357094613637,0.00644341713972,0.000240772102849,0.000203494820271,7.17621252542,192.046047849,6.06516311819
141,EH-173,PupilCalib,1.33260811917,44.1919614795,1.1002664611,1.18340151592,26.8826634591,1.16763251679,0.0441999978427,0.00133285045562,0.00100042413266,14.6586893109,486.111576274,11.002664611
