,interview,task,numsaccades,sumsaccadedistance,meansaccadedistance,stddevsaccadedistance,longestsaccadedistance,sumsaccadeduration,meansaccadeduration,stddevsaccadeduration,longestsaccadeduration,meansaccadespeed,stddevsaccadespeed,minsaccadespeed,maxsaccadespeed,fixationsaccadetimeratio
140,EH-173,CookieTheft,3,409.641747377,136.547249126,140.150934611,298.365399557,16399.0,5466.33333333,8688.68806744,15499.0,0.0895646051528,0.0616662981046,0.0192506225922,0.13445248613,0.0675650954326
141,EH-173,PupilCalib,9,825.573319871,91.7303688745,72.1830846174,249.247086996,3399.0,377.666666667,248.624214428,899.0,0.233811304156,0.0883690859205,0.125458220571,0.394334103287,1.82377169756
142,EI-0001,EI-0001_allsc,302,85083.5665525,281.733664081,295.129350593,2181.73434215,231816.0,767.602649007,1904.26934595,31797.0,0.418776988006,0.199152798147,0.0195627456678,1.48603803518,1.12520268051
143,EI-0001,Reading,121,39391.694823,325.551196884,348.013165695,2181.73434215,106103.0,876.884297521,2894.79371801,31797.0,0.48216830378,0.212019895043,0.0195627456678,1.48603803518,0.337257193482
144,EI-0001,Memory,113,32390.0754884,286.637836181,268.854826122,1606.3852379,87099.0,770.787610619,745.370502925,4500.0,0.396100523182,0.187673134228,0.0888790142627,1.27004326461,0.407501808287
145,EI-0001,CookieTheft,61,12672.2351803,207.741560332,212.71137744,1151.34142348,35914.0,588.754098361,554.190329993,3000.0,0.356402900335,0.160386508266,0.0765928457817,0.843009483357,0.645681349891
146,EI-0001,PupilCalib,7,629.561060854,89.9372944077,88.4747620687,277.490546145,2700.0,385.714285714,376.069902317,1200.0,0.232621368659,0.0724287657871,0.102002917968,0.305041663774,3.11037037037
147,EI-023,EI-023_allsc,255,54926.8518251,215.399418922,220.198957182,1851.89821083,172462.0,676.321568627,1817.59058481,24899.0,0.391203232901,0.174503891018,0.00448832693889,1.30910798812,0.45583130414
148,EI-023,Reading,34,10403.2540049,305.978058969,345.04821706,1851.89821083,21975.0,646.323529412,468.814217942,1800.0,0.439791121826,0.183626251836,0.128141523298,1.08999306111,0.442730375427
149,EI-023,Memory,86,20322.6020961,236.309326698,235.940111875,1057.70583251,54098.0,629.046511628,624.638943371,3801.0,0.376516069139,0.161536920014,0.104323528469,0.856647508217,0.456671226293
150,EI-023,CookieTheft,133,24023.6188814,180.628713394,154.347066975,733.897113362,71282.0,535.954887218,1258.01954666,14499.0,0.391756132613,0.177308372274,0.0130517074125,1.30910798812,0.498106113745
151,EI-023,PupilCalib,2,177.376842631,88.6884213155,32.6208597478,111.754852451,25107.0,12553.5,17459.1735343,24899.0,0.159989332171,0.219911630561,0.00448832693889,0.315490337402,0.425817501095
152,EI-037,EI-037_allsc,69,21246.619029,307.936507667,265.928520664,1264.02780472,66168.0,958.971014493,1773.18580005,14498.0,0.422713367406,0.225371928476,0.014494499315,1.26461502117,0.384835341525
153,EI-037,Reading,29,11624.1861404,400.834004841,316.853600574,1264.02780472,25375.0,875.0,795.18183006,3500.0,0.520752956746,0.252554816292,0.116790917283,1.26461502117,0.277083743842
154,EI-037,Memory,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
155,EI-037,CookieTheft,39,9473.96454721,242.922167877,202.452107302,790.9170905,39095.0,1002.43589744,2266.89084309,14498.0,0.358395187231,0.171357783242,0.014494499315,0.752212414157,0.319938611076
156,EI-037,PupilCalib,1,149.468341405,149.468341405,0.0,149.468341405,1699.0,1699.0,0.0,1699.0,0.0879743033578,0.0,0.0879743033578,0.0879743033578,1.94231901118
157,EI-051,EI-051_allsc,107,53607.8772501,501.008198599,630.008040223,5066.22030141,144409.0,1349.61682243,2446.84660616,19298.0,0.472727627352,0.199542479063,0.00481486729416,1.09122662818,0.212851403396
158,EI-051,Reading,37,14416.7288421,389.641320058,349.459796613,1530.22948238,28904.0,781.189189189,708.545138444,3000.0,0.511438446316,0.197933471105,0.226698421335,1.09122662818,0.266710489898
159,EI-051,Memory,24,20798.0314348,866.584643118,1077.77463604,5066.22030141,43008.0,1792.0,2389.3039736,11399.0,0.55666995757,0.222281083676,0.106715502401,0.972967966149,0.115885416667
160,EI-051,CookieTheft,39,17682.3838894,453.394458704,399.271441405,1776.92399951,51398.0,1317.8974359,1917.57095244,11699.0,0.421797519032,0.150644420615,0.0703418992705,0.685898466912,0.132300867738
161,EI-051,PupilCalib,7,710.733083662,101.533297666,70.198326332,208.180903233,21099.0,3014.14285714,7181.43909507,19298.0,0.264064484152,0.173666717432,0.00481486729416,0.445241559668,0.336508839281
162,EI-096,EI-096_allsc,70,57696.5406069,824.236294385,795.60417027,3395.27321516,132907.0,1898.67142857,3265.09675255,24600.0,0.529816870475,0.234877471487,0.100766787943,1.21135273761,0.458939908342
163,EI-096,Reading,14,14466.3904651,1033.31360465,847.716690387,3331.89104712,29298.0,2092.71428571,1940.72664538,6399.0,0.57248789812,0.244346163791,0.249149918554,1.02174384854,0.105809270257
164,EI-096,Memory,23,19736.0137824,858.087555755,914.426040797,3395.27321516,38905.0,1691.52173913,2399.97340647,10704.0,0.561723888324,0.215607773321,0.139300971661,1.21135273761,0.107929572034
165,EI-096,CookieTheft,32,23107.7539994,722.11731248,690.3555373,2478.8629834,63104.0,1972.0,4243.18469868,24600.0,0.497225373531,0.243737619033,0.100766787943,1.04057018262,0.122020791075
166,EI-096,PupilCalib,1,386.382360173,386.382360173,0.0,386.382360173,1600.0,1600.0,0.0,1600.0,0.241488975108,0.0,0.241488975108,0.241488975108,1.5
167,EI-112,EI-112_allsc,72,38179.2628637,530.267539774,611.554137431,3470.49668814,139098.0,1931.91666667,5233.95152676,37201.0,0.473009971572,0.225173152309,0.0166434137457,1.06315775244,0.214239896923
168,EI-112,Reading,25,23723.3505443,948.934021771,804.895505848,3470.49668814,71789.0,2871.56,7269.12892581,37201.0,0.618288003915,0.238727403489,0.0229432610333,1.06315775244,0.068367020017
169,EI-112,Memory,10,4351.9797474,435.19797474,335.851039927,1164.84773236,9207.0,920.7,607.342123976,2000.0,0.465685557746,0.195116159367,0.30670469719,0.964277924137,0.293363744977
170,EI-112,CookieTheft,29,9063.23743652,312.525428846,315.112081598,1287.52355416,32506.0,1120.89655172,2365.7676698,13007.0,0.409409903446,0.156274586963,0.0278873568358,0.697031469985,0.221436042577
171,EI-112,PupilCalib,8,1040.69513551,130.086891939,107.816721566,384.412927284,25596.0,3199.5,8040.66813144,23097.0,0.258721884739,0.165982246498,0.0166434137457,0.501664743336,0.273792780122
172,EI-137,EI-137_allsc,104,57217.5798741,550.169037251,746.992320996,5301.17776325,123995.0,1192.25961538,1901.99963756,14498.0,0.471654852423,0.22220521046,0.0673010562197,1.20264305931,0.405345682871
173,EI-137,Reading,40,24257.4263137,606.435657842,891.766548057,5301.17776325,43095.0,1077.375,1563.01099439,9099.0,0.531436929711,0.231810927086,0.19028113848,1.20264305931,0.218169161156
174,EI-137,Memory,25,21126.3387908,845.053551633,868.862845259,3519.28941842,41704.0,1668.16,1728.36077638,7607.0,0.527630195226,0.231264786675,0.184086948423,1.03591733456,0.182236715903
175,EI-137,CookieTheft,24,9560.20148038,398.341728349,343.060191341,1040.49165837,32896.0,1370.66666667,2860.66847868,14498.0,0.420719960649,0.18291347295,0.0673010562197,0.776741309718,0.173516536965
176,EI-137,PupilCalib,15,2273.61328921,151.574219281,168.418318012,545.073602343,6300.0,420.0,329.935058545,1100.0,0.300439568487,0.12350043447,0.138035903026,0.545073602343,1.04746031746
177,EI-170,EI-170_allsc,285,90020.4368087,315.861181785,317.060599879,1917.77281885,190671.0,669.021052632,1174.17025824,18307.0,0.482689713902,0.23439928715,0.0385082297117,1.28646294021,4.39505844023
178,EI-170,Reading,43,24387.6560034,567.154790777,439.929056435,1917.77281885,42998.0,999.953488372,787.669889565,3300.0,0.568878998936,0.26354449894,0.115256216664,1.1844625145,0.251104702544
179,EI-170,Memory,132,33037.9933428,250.287828355,235.389640234,1102.22254102,67687.0,512.78030303,382.711964208,1999.0,0.449348532036,0.206815754299,0.0695289344295,1.21863086901,0.492147679761
180,EI-170,CookieTheft,108,32453.882326,300.498910426,301.612347756,1504.84053123,79586.0,736.907407407,1775.82308697,18307.0,0.491539255524,0.247870922634,0.0385082297117,1.28646294021,0.336981378634
181,EI-170,PupilCalib,2,140.90513646,70.4525682298,5.38081066718,74.2573759408,400.0,200.0,0.0,200.0,0.352262841149,0.0269040533359,0.333238802594,0.371286879704,16.5
182,EI-191,EI-191_allsc,130,66740.0924146,513.385326266,662.095758478,3778.4303369,164018.0,1261.67692308,1592.7958317,13307.0,0.402433593902,0.174560394582,0.0302952562734,0.945060679329,1.15437561787
183,EI-191,Reading,32,9821.41054256,306.919079455,281.221095113,1213.26161075,30095.0,940.46875,782.675270874,3699.0,0.31667923547,0.106527029994,0.135234146564,0.533424212863,0.27579332115
184,EI-191,Memory,42,39294.4326118,935.581728852,950.948663485,3778.4303369,75012.0,1786.0,1602.99098487,5899.0,0.50356101024,0.172010122396,0.174616236277,0.945060679329,0.169066282728
185,EI-191,CookieTheft,47,16529.305102,351.687342596,344.888537338,1942.97835608,56404.0,1200.08510638,1973.35101034,13307.0,0.374552217756,0.165515282997,0.0302952562734,0.773209960239,0.386444223814
186,EI-191,PupilCalib,9,1094.9441583,121.660462033,105.848490686,340.761283295,2507.0,278.555555556,97.2922287635,400.0,0.381012778624,0.22367130071,0.0984211651952,0.851903208238,3.7861986438
187,EL-003,EL-003_allsc,51,19109.6886832,374.738993788,424.303152198,2290.83077933,71398.0,1400.0,3276.19573286,22203.0,0.398651316855,0.158937059116,0.0605573590371,0.88341848299,-0.393061079156
188,EL-003,Reading,37,13692.5949096,370.070132692,455.334703888,2290.83077933,38097.0,1029.64864865,1588.70309121,8807.0,0.409911110313,0.161636400389,0.136375676746,0.88341848299,0.241646323858
189,EL-003,Memory,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
190,EL-003,CookieTheft,14,5419.0937736,387.078126686,343.606575267,1344.5550427,33303.0,2378.78571429,5733.32034526,22203.0,0.368893291289,0.153275311425,0.0605573590371,0.637176588002,0.186109359517
191,EL-003,PupilCalib,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
192,EL-122,EL-122_allsc,42,25612.5477447,609.82256535,444.445610227,1490.67123509,56810.0,1352.61904762,1230.44088772,6799.0,0.497737531278,0.188213798537,0.160920718559,0.931187647717,0.160933699424
193,EL-122,Reading,25,15685.4062141,627.416248563,460.545819954,1490.67123509,28120.0,1124.8,802.460279391,2900.0,0.546185012333,0.17569604197,0.174683053095,0.931187647717,0.17012802276
194,EL-122,Memory,7,4767.46147872,681.065925531,513.972914983,1381.54666355,16492.0,2356.0,2255.48642204,6799.0,0.379058018366,0.155212525629,0.160920718559,0.553599774227,0.140431724472
195,EL-122,CookieTheft,10,5159.68005192,515.968005192,378.885145066,1128.11573508,12198.0,1219.8,917.368313287,2699.0,0.459694487681,0.209563664171,0.21641269465,0.911961128531,0.172241351041
196,EL-156,EL-156_allsc,479,140360.153986,293.027461349,298.998345678,2304.04915724,346779.0,723.964509395,712.117087002,5700.0,0.400961604919,0.153986904176,0.0445559482752,1.05328764017,0.790433930601
197,EL-156,Reading,37,15810.4976134,427.310746308,500.012506559,2304.04915724,30596.0,826.918918919,871.355788361,4800.0,0.461810661498,0.168324537674,0.0780753577859,0.997348051111,0.274545692247
198,EL-156,Memory,242,74171.9350269,306.495599285,280.356231803,1637.10296963,178689.0,738.384297521,635.927992676,4504.0,0.414951872405,0.145842503378,0.0492384922458,0.798031428697,0.343042940528
199,EL-156,CookieTheft,188,49524.4838992,263.428105847,266.703088254,1714.79271027,134194.0,713.79787234,782.976681,5700.0,0.380713263942,0.153995744116,0.0445559482752,1.05328764017,0.423237998718
200,EL-156,PupilCalib,12,853.237446534,71.1031205445,44.7623387292,133.262279205,3300.0,275.0,86.6025403784,400.0,0.248430628134,0.139143840114,0.0577200187266,0.469470890728,2.12090909091
201,EL-185,EL-185_allsc,148,50765.8668016,343.012613524,360.58481112,2375.87682218,194588.0,1314.78378378,4300.73600336,40198.0,0.437722564034,0.213718297187,0.00686689532135,1.60174871142,0.240693625365
202,EL-185,Reading,48,17989.8038518,374.787580245,385.908639461,1674.4247687,76693.0,1597.77083333,5739.98350224,40198.0,0.431475433033,0.20176742338,0.0133721003854,1.11628317913,0.148644595987
203,EL-185,Memory,36,13502.6371966,375.07325546,305.449117367,1300.3375862,34097.0,947.138888889,673.58605995,3100.0,0.389870930076,0.139690955421,0.136609024434,0.746539558817,0.270023755756
204,EL-185,CookieTheft,56,18524.4517662,330.79378154,387.013144542,2375.87682218,54295.0,969.553571429,2811.86671687,21200.0,0.4950852254,0.252133828084,0.0688857525425,1.60174871142,0.23573073027
205,EL-185,PupilCalib,8,748.973986991,93.6217483738,52.0023737918,190.233601087,29503.0,3687.875,9704.58531443,27703.0,0.288999073292,0.158564516311,0.00686689532135,0.550710545986,0.308375419449
206,EO-005,EO-005_allsc,104,34184.7945653,328.699947744,408.183143459,2472.14099488,114497.0,1100.93269231,2308.74117873,16199.0,0.380878820751,0.189968935552,0.0402745709046,0.891511580151,0.303514623961
207,EO-005,Reading,24,15900.4297138,662.517904741,606.629037558,2472.14099488,47604.0,1983.5,3545.42118673,16199.0,0.52033940837,0.192189521815,0.0402745709046,0.868336276857,0.109381564574
208,EO-005,Memory,4,1194.795461,298.698865249,126.788658651,461.761279698,2797.0,699.25,163.300081649,899.0,0.44312427474,0.201944228886,0.218663480147,0.660602689125,0.322130854487
209,EO-005,CookieTheft,76,17089.5693905,224.862755139,262.081899557,1603.86188789,64096.0,843.368421053,1771.80807721,14799.0,0.333562558662,0.167043389302,0.0502387194195,0.891511580151,0.479031452821
210,EO-008,EO-008_allsc,138,25041.3392354,181.458979967,227.010562167,1709.26018589,75504.0,547.130434783,627.896869886,4300.0,0.343420261368,0.21085879989,0.080777472107,1.65298892842,3.57387878625
211,EO-008,Reading,66,12134.797343,183.860565803,229.36676995,1709.26018589,30699.0,465.136363636,339.424485149,1900.0,0.386305487029,0.248130338379,0.116360605321,1.65298892842,0.6643864621
212,EO-008,Memory,16,4856.42765921,303.5267287,366.190448963,1124.78012529,18091.0,1130.6875,1311.11650735,4300.0,0.276459668998,0.123857076482,0.106582509243,0.490314255612,0.486761373058
213,EO-008,CookieTheft,53,7850.08381128,148.114788892,157.425476405,801.858627195,26098.0,492.41509434,525.088872843,2600.0,0.311415390221,0.17205736387,0.080777472107,0.863855472277,0.658977699441
214,EO-008,PupilCalib,3,200.030421915,66.6768073051,39.7484719497,108.944214603,616.0,205.333333333,4.61880215352,208.0,0.322487846383,0.188446650868,0.150249278445,0.523770262514,12.4853896104
215,EO-011,EO-011_allsc,6,3447.31811545,574.553019242,614.97362756,1687.75684667,12308.0,2051.33333333,1722.82635999,4908.0,0.224212978362,0.101550721066,0.0973352477619,0.343878738115,0.993678041337
216,EO-011,Memory,3,1315.65763788,438.552545959,379.17121822,819.926610111,5400.0,1800.0,1374.77270849,3300.0,0.213524404314,0.0981310810948,0.102705419958,0.289405183861,0.240740740741
217,EO-011,CookieTheft,2,2082.9928537,1041.49642685,913.950250532,1687.75684667,6408.0,3204.0,2409.81991028,4908.0,0.303684704734,0.0568429471335,0.263490671353,0.343878738115,0.140293383271
218,EO-011,PupilCalib,1,48.6676238809,48.6676238809,0.0,48.6676238809,500.0,500.0,0.0,500.0,0.0973352477619,0.0,0.0973352477619,0.0973352477619,2.6
219,EO-021,EO-021_allsc,40,27000.6520958,675.016302396,569.853696705,2668.02337754,69896.0,1747.4,1592.2664833,6599.0,0.427722080052,0.205606789302,0.11318657802,1.25396846297,0.246146192795
220,EO-021,Reading,15,8112.49846334,540.833230889,409.405223284,1650.32561687,20999.0,1399.93333333,1322.69748548,4699.0,0.442223236182,0.160771780741,0.196595053728,0.772654514092,0.37616076956
221,EO-021,Memory,3,3682.2808567,1227.42695223,568.599872721,1615.20469223,8600.0,2866.66666667,1789.78583449,4400.0,0.485962452458,0.138842411891,0.367091975507,0.638561914871,0.175348837209
222,EO-021,CookieTheft,21,14606.375304,695.541681144,650.819038101,2668.02337754,36789.0,1751.85714286,1722.0296538,6599.0,0.421273948846,0.241672079623,0.11318657802,1.25396846297,0.119791241947
223,EO-021,PupilCalib,1,599.497471751,599.497471751,0.0,599.497471751,3508.0,3508.0,0.0,3508.0,0.170894376212,0.0,0.170894376212,0.170894376212,0.313283922463
224,EO-026,EO-026_allsc,34,55292.0405003,1626.2364853,2090.11338954,8098.38789785,125000.0,3676.47058824,7092.0670032,36798.0,0.574217067305,0.304499327339,0.0205107663255,1.00083143417,0.101771957027
225,EO-026,Reading,5,15189.7186328,3037.94372656,2394.396842,6318.02563406,46805.0,9361.0,15453.7589602,36798.0,0.761507830541,0.335706403723,0.171694810426,1.00083143417,0.0170921910052
226,EO-026,Memory,3,9841.00740365,3280.33580122,4248.35259236,8098.38789785,10103.0,3367.66666667,4254.91954487,8204.0,0.777374113936,0.359793808368,0.361926615225,0.987126754979,0.0593883005048
227,EO-026,CookieTheft,19,28696.4749324,1510.34078592,1708.77878224,6621.37630574,44094.0,2320.73684211,2520.33989864,9799.0,0.601124553958,0.232214484007,0.135315699195,0.902731607898,0.0886288383907
228,EO-026,PupilCalib,7,1564.83953143,223.548504489,249.69597748,693.472342096,23998.0,3428.28571429,7711.2947835,20898.0,0.280336038379,0.277460520063,0.0205107663255,0.866840427619,0.241978498208
229,EO-054,EO-054_allsc,67,37777.3218187,563.840624159,583.381899234,2710.70211087,84900.0,1267.1641791,2608.71664487,20697.0,0.548436668402,0.241480214307,0.00421646041512,1.2007183064,0.259678570279
230,EO-054,Reading,31,14184.8102617,457.57452457,336.269431757,1239.72336891,22398.0,722.516129032,428.621268019,1600.0,0.597013522153,0.220546525922,0.160078784938,1.14732029359,0.29466916689
231,EO-054,Memory,18,11902.7264363,661.262579793,694.282093796,2710.70211087,17206.0,955.888888889,944.20741047,3799.0,0.621439774327,0.258895703936,0.123602963432,1.2007183064,0.237824014879
232,EO-054,CookieTheft,15,11476.3686931,765.091246208,802.539607854,2464.19146569,23699.0,1579.93333333,1629.69674947,4900.0,0.451570642605,0.147682360557,0.197742381292,0.691202268195,0.177518038736
233,EO-054,PupilCalib,3,213.416427586,71.1388091954,28.4067668326,87.8093574406,21597.0,7199.0,11690.5732537,20697.0,0.0927873397541,0.0772634936589,0.00421646041512,0.146348929068,0.32870306061
234,EO-080,EO-080_allsc,37,10804.6627817,292.044940046,428.554261475,2549.63333693,44605.0,1205.56756757,3481.15850401,21198.0,0.42445185853,0.236557138955,0.00801754330149,1.18426277373,0.15627524023
235,EO-080,Reading,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
236,EO-080,Memory,1,651.667504594,651.667504594,0.0,651.667504594,1608.0,1608.0,0.0,1608.0,0.405265861066,0.0,0.405265861066,0.405265861066,1.05721393035
237,EO-080,CookieTheft,20,8025.07519597,401.253759798,549.686320033,2549.63333693,16299.0,814.95,1087.87893459,5100.0,0.502892588799,0.256741519834,0.252950702633,1.18426277373,0.313270752807
238,EO-080,PupilCalib,16,2128.92008116,133.057505072,81.0256897516,331.986733694,26699.0,1668.6875,5209.81968618,21198.0,0.327600070537,0.180483565332,0.00801754330149,0.709996753314,0.254616277763
239,EO-083,EO-083_allsc,33,45374.4063387,1374.98201026,1357.07766342,5483.74518538,95998.0,2909.03030303,4009.82771984,19298.0,0.641323688873,0.205421069234,0.0578593475139,1.00211680558,0.0845232239872
240,EO-083,Reading,14,19576.015244,1398.28680314,1481.7597312,5483.74518538,30298.0,2164.14285714,2451.72469458,8099.0,0.717201181229,0.178890720043,0.377915077337,1.00211680558,0.0824806917948
241,EO-083,Memory,4,8332.44033775,2083.11008444,1643.22110844,3726.39536344,12999.0,3249.75,2455.32759186,5300.0,0.649508222114,0.0844287839407,0.554721338357,0.735887822109,0.130779290715
242,EO-083,CookieTheft,5,11965.0945551,2393.01891102,1076.20538404,3645.63965778,26304.0,5260.8,4041.57106829,12298.0,0.622740174816,0.297782076469,0.100716939152,0.829432770388,0.0453163017032
243,EO-083,PupilCalib,10,5500.85620192,550.085620192,637.428704461,2103.90139712,26397.0,2639.7,5928.66524326,19298.0,0.541113143306,0.204179791979,0.0578593475139,0.830967505155,0.0795166117362
244,EO-091,EO-091_allsc,69,28527.4975846,413.456486733,455.829650421,2096.28137223,101695.0,1473.85507246,1535.66855795,6900.0,0.342398778108,0.194721993415,0.0425892697526,0.992401638895,0.0338470619592
245,EO-091,Reading,19,8635.14780893,454.481463628,522.939739318,2096.28137223,27097.0,1426.15789474,1497.29761248,5100.0,0.384960734712,0.209756940288,0.0815916012771,0.789877962698,0.402258552607
246,EO-091,Memory,18,7898.51458384,438.806365769,279.112723642,916.514982121,36097.0,2005.38888889,1857.70751003,6900.0,0.321132077574,0.189894143371,0.0425892697526,0.796955280722,0.254868825664
247,EO-091,CookieTheft,32,11994.8351918,374.838599745,501.322883699,2022.21722222,38502.0,1203.1875,1318.20137571,5300.0,0.329090135425,0.190510773927,0.0877995012237,0.992401638895,0.478260869565
248,EO-091,PupilCalib,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
249,EO-094,EO-094_allsc,92,90867.9952612,987.695600665,1188.8016711,7228.97857757,214296.0,2329.30434783,3834.3282253,32397.0,0.488248702976,0.207273672172,0.0384448998965,1.25533199236,0.278105212872
250,EO-094,Reading,13,13725.3628843,1055.79714494,916.644033763,2920.61455257,51895.0,3991.92307692,8649.47283039,32397.0,0.571750717326,0.275850325769,0.0384448998965,1.25533199236,0.0674246073803
251,EO-094,Memory,51,59965.7004195,1175.79804744,1433.08119914,7228.97857757,132004.0,2588.31372549,2603.48713452,12204.0,0.451259960944,0.157522912416,0.148858738971,0.811598665494,0.0688009454259
252,EO-094,CookieTheft,20,14727.1904868,736.359524339,666.497764493,2591.58913084,24797.0,1239.85,873.234837589,3000.0,0.551010075085,0.200924406705,0.330853440097,1.17225569645,0.262088155825
253,EO-094,PupilCalib,8,2449.74147061,306.217683826,281.098481718,753.786359794,5600.0,700.0,585.540043769,1900.0,0.431457729837,0.321545050111,0.148491455215,1.15008368993,0.714107142857
254,EO-143,EO-143_allsc,141,24494.0004416,173.716315189,188.131919884,1168.14651096,106204.0,753.219858156,2555.79693775,30396.0,0.313853418914,0.151204622272,0.00437171102205,1.0217889102,1.18013031042
255,EO-143,Reading,7,469.005668555,67.0008097936,40.2676121232,125.150426349,1800.0,257.142857143,78.6795792469,400.0,0.244359528432,0.0893674690954,0.170096819635,0.41716808783,1.66611111111
256,EO-143,Memory,43,8709.6617132,202.5502724,211.026024928,1168.14651096,29714.0,691.023255814,609.062374176,3308.0,0.307094947481,0.146747663644,0.0723269099287,0.704752449543,0.528000269233
257,EO-143,CookieTheft,83,14538.9674523,175.168282558,186.6025701,1020.76712129,71390.0,860.120481928,3300.92636812,30396.0,0.327867470193,0.158601524056,0.00437171102205,1.0217889102,0.466409861325
258,EO-143,PupilCalib,8,776.36560749,97.0457009362,90.3030097347,299.244829884,3300.0,412.5,482.367672454,1600.0,0.26559157501,0.128198845391,0.118709021714,0.502630976722,2.06
259,EO-166,EO-166_allsc,94,43044.6749369,457.922073797,525.193150768,3405.6857712,108082.0,1149.80851064,1882.4523143,16503.0,0.432993023771,0.193212753306,0.0393007891591,0.990220622208,0.601210462458
260,EO-166,Reading,31,18017.3758653,581.205673074,509.691609959,1757.55752454,37686.0,1215.67741935,1116.88929285,4799.0,0.475199740718,0.203158641191,0.0994218593578,0.990220622208,0.233694210051
261,EO-166,Memory,18,11830.6306525,657.257258472,807.720221917,3405.6857712,38098.0,2116.55555556,3755.59410546,16503.0,0.441804659258,0.208122677535,0.0393007891591,0.946023825334,0.133891542863
262,EO-166,CookieTheft,32,11129.6642742,347.802008569,348.163817709,1739.81980691,27197.0,849.90625,886.375415963,4200.0,0.409257141746,0.157789095164,0.123830354083,0.761779886853,0.547744236497
263,EO-166,PupilCalib,13,2067.0041449,159.000318838,151.003549739,563.92813969,5101.0,392.384615385,243.044419281,1000.0,0.37857229767,0.225881544305,0.129020197067,0.939880232817,1.48951186042
264,EO-182,EO-182_allsc,90,24317.6922631,270.196580701,272.115146482,1266.56721248,49402.0,548.911111111,460.698313249,2400.0,0.449180380267,0.214025705445,0.0892069871307,1.26215199666,1.20079327464
265,EO-182,Reading,36,13436.9452179,373.248478276,358.288995647,1266.56721248,24390.0,677.5,591.893837006,2400.0,0.522076595413,0.260422222636,0.176372032389,1.26215199666,0.414022140221
266,EO-182,CookieTheft,43,9883.31574268,229.844552155,171.231619012,763.319581024,22012.0,511.906976744,345.472954903,1500.0,0.425700838646,0.146124343428,0.153345195022,0.766234670823,0.622024350354
267,EO-182,PupilCalib,11,997.431302518,90.6755729562,76.7363920241,226.526713703,3000.0,272.727272727,110.37127426,500.0,0.302394611575,0.188234944944,0.0892069871307,0.73118751291,2.56633333333
268,EO-186,EO-186_allsc,169,151064.127932,893.870579478,1259.7105519,8489.986989,245597.0,1453.23668639,2047.43365573,16700.0,0.563128537,0.238412327699,0.0856749190109,1.66986655476,0.277217106692
269,EO-186,Reading,74,97512.3778657,1317.73483602,1623.37881199,8489.986989,130009.0,1756.87837838,2085.86241783,11698.0,0.673312763198,0.230351808856,0.186095007672,1.66986655476,0.117553400149
270,EO-186,Memory,19,12266.8043918,645.621283781,730.095790642,2220.11476848,39596.0,2084.0,3811.28263624,16700.0,0.458637342461,0.221548217182,0.112620809524,0.866292817743,0.108596827962
271,EO-186,CookieTheft,62,38630.5577537,623.073512156,788.225600149,4131.95793699,69093.0,1114.40322581,1192.70107367,4999.0,0.510081178751,0.204759653558,0.0856749190109,1.07482374668,0.157975482321
272,EO-186,PupilCalib,14,2654.38792051,189.599137179,242.226171667,919.647681188,6899.0,492.785714286,553.886433593,2200.0,0.357459691934,0.166902092967,0.154529976574,0.72699805904,0.724742716336
273,ER-017,ER-017_allsc,87,20668.6594456,237.582292478,220.393178246,1069.4054797,67602.0,777.045977011,1158.85586025,9499.0,0.362986830385,0.183192463973,0.0280486427034,1.08912258307,1.41536473406
274,ER-017,Reading,2,404.494594519,202.24729726,224.245335659,360.812694753,1100.0,550.0,494.974746831,900.0,0.3096562465,0.129042388078,0.218409498829,0.40090299417,4.81909090909
275,ER-017,Memory,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
276,ER-017,CookieTheft,85,20265.164851,238.41370413,221.586522639,1069.4054797,66503.0,782.388235294,1170.78986458,9499.0,0.364241667653,0.184637389128,0.0280486427034,1.08912258307,0.427003293085
277,ER-040,ER-040_allsc,22,9314.65245715,423.484202598,517.603987137,2537.28979317,49397.0,2245.40909091,4028.24108678,18198.0,0.342134489684,0.209987390234,0.0121594212595,0.813181270931,-0.358989473375
278,ER-040,Reading,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
279,ER-040,Memory,13,4348.38326321,334.491020247,259.326285322,864.032668025,18503.0,1423.30769231,2043.33360731,8003.0,0.337134601878,0.224117091534,0.0983598460833,0.813181270931,0.502513105983
280,ER-040,CookieTheft,9,4968.26919393,552.029910437,755.605465405,2537.28979317,30896.0,3432.88888889,5800.66451892,18198.0,0.349356549848,0.200765014319,0.0121594212595,0.620802644768,0.0615290005179
281,ER-040,PupilCalib,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
