,interview,task,numsaccades,sumsaccadedistance,meansaccadedistance,stddevsaccadedistance,longestsaccadedistance,sumsaccadeduration,meansaccadeduration,stddevsaccadeduration,longestsaccadeduration,meansaccadespeed,stddevsaccadespeed,minsaccadespeed,maxsaccadespeed,fixationsaccadetimeratio
12,EA-049,Memory,26,36508.6485244,1404.1787894,1624.78122903,7465.18815019,57918.0,2227.61538462,2607.24759203,11798.0,0.604562704097,0.201100704123,0.172758061043,1.01577129858,0.110362926897
13,EA-049,CookieTheft,47,51409.764664,1093.82478008,1133.17010554,4541.29727152,71892.0,1529.61702128,1448.80896441,6299.0,0.639416710097,0.213824344903,0.222506456614,1.04994932515,0.114143437378
14,EA-049,PupilCalib,8,961.68489666,120.210612082,120.563722709,337.558962487,20498.0,2562.25,6520.45357208,18698.0,0.305897332538,0.25796805281,0.0153272947762,0.843897406218,0.424431651868
15,EA-063,EA-063_allsc,93,47290.476326,508.499745441,622.663082264,3418.4503774,124729.0,1341.17204301,2495.33143927,18999.0,0.442185286323,0.202113542567,0.0139316358218,0.911291161037,0.1753783137
16,EA-063,Reading,32,24999.641554,781.238798561,847.960205637,3418.4503774,44703.0,1396.96875,1290.82747865,5100.0,0.519092550518,0.18606642023,0.142424376245,0.911291161037,0.149878084245
17,EA-063,Memory,8,6653.33303533,831.666629416,660.646229669,1624.16267844,11416.0,1427.0,1083.69051987,3008.0,0.510533649102,0.17885277524,0.31411314723,0.854822462334,0.139453398739
18,EA-063,CookieTheft,52,15372.8145877,295.631049763,303.32667188,1572.76496071,49611.0,954.057692308,1946.49223379,13999.0,0.392578253516,0.194181034512,0.111479018455,0.85308168464,0.31222914273
19,EA-063,PupilCalib,1,264.687148978,264.687148978,0.0,264.687148978,18999.0,18999.0,0.0,18999.0,0.0139316358218,0.0,0.0139316358218,0.0139316358218,0.0999526290857
20,EA-069,EA-069_allsc,52,20609.298484,396.351893922,440.927734997,1878.3978497,126196.0,2426.86538462,7539.739864,48798.0,0.383992659821,0.210346617591,0.0166559837573,1.29283988069,-0.0527084158734
21,EA-069,Reading,14,9966.51616366,711.89401169,644.577927666,1878.3978497,70095.0,5006.78571429,12719.7156547,48798.0,0.431544548058,0.201450613877,0.0166559837573,0.76440763312,0.0499322348242
22,EA-069,Memory,4,857.089510112,214.272377528,158.224900146,372.513872242,5700.0,1425.0,1558.5784121,3600.0,0.228160999975,0.124156980736,0.103476075623,0.399163946348,0.491228070175
23,EA-069,CookieTheft,34,9786.69281019,287.843906182,275.904204498,1020.51198761,50402.0,1482.41176471,4475.97067257,26501.0,0.382745606999,0.216995448357,0.0235415573258,1.29283988069,0.248006031507
24,EA-069,PupilCalib,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
25,EA-073,EA-073_allsc,94,30023.8007223,319.402135344,386.20962698,1988.20835594,134817.0,1434.22340426,3875.04534321,33302.0,0.339775338427,0.219638041226,0.0252596848377,1.17497261212,0.630754739467
26,EA-073,Reading,56,23047.7129341,411.566302394,423.189626876,1988.20835594,95311.0,1701.98214286,4481.03177847,33302.0,0.385942897845,0.232403728016,0.0252596848377,1.17497261212,0.179402167641
27,EA-073,Memory,17,3272.65132783,192.508901637,344.786952227,1468.88708773,12796.0,752.705882353,1110.88887635,3797.0,0.258177418243,0.197110548484,0.0445390428187,0.848900773849,0.507971241013
28,EA-073,CookieTheft,12,3033.96497763,252.830414802,263.667204175,853.050482305,22895.0,1907.91666667,4742.2594626,16895.0,0.326457608078,0.192460937666,0.0504912981536,0.76044312315,0.214675693383
29,EA-073,PupilCalib,9,669.471482827,74.3857203141,38.892393691,126.64037607,3815.0,423.888888889,385.744878269,1400.0,0.224396902857,0.12854265561,0.0702757480856,0.413072422865,1.62096985583
30,EA-109,EA-109_allsc,138,66193.1291935,479.660356474,550.743549612,3149.09351977,140193.0,1015.89130435,1053.29872295,7201.0,0.462509685868,0.240612462233,0.0580922748558,1.59614329284,1.42346509025
31,EA-109,Reading,72,33797.7462153,469.413141879,604.606249371,3149.09351977,61895.0,859.652777778,863.621577921,3900.0,0.492106774517,0.233752686028,0.112072755865,1.02914236616,0.369916794571
32,EA-109,Memory,14,10866.6386851,776.188477505,445.784424686,1809.40617073,33201.0,2371.5,1738.56420646,7201.0,0.364994082591,0.12727269052,0.131987387854,0.6045675053,0.114424264329
33,EA-109,CookieTheft,46,21047.444757,457.55314689,489.416749046,2245.55361934,43297.0,941.239130435,800.666422003,3000.0,0.473310975638,0.26887111856,0.0580922748558,1.59614329284,0.265630413193
34,EA-109,PupilCalib,6,481.299536154,80.216589359,63.3848930101,182.557864921,1800.0,300.0,126.491106407,500.0,0.252071141501,0.155618877369,0.102968138641,0.456394662302,4.94388888889
35,EA-123,EA-123_allsc,25,18642.335115,745.773404599,691.21777077,2715.97128059,33593.0,1343.8,1232.09246136,4800.0,0.567357003897,0.204070787066,0.129455343835,1.06122871465,-0.407496632098
36,EA-123,Reading,16,10877.7545515,679.859659469,735.376411843,2715.97128059,17898.0,1118.625,1233.44103359,4800.0,0.608595573044,0.21291081202,0.28551090535,1.06122871465,0.223488657951
37,EA-123,Memory,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
38,EA-123,CookieTheft,9,7766.58056347,862.953395941,628.688799264,2219.68826909,15697.0,1744.11111111,1191.58984601,4299.0,0.494043992079,0.17461706904,0.129455343835,0.749833180274,0.146524813659
39,EA-123,PupilCalib,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
40,EA-127,EA-127_allsc,203,65279.3682777,321.573242747,338.260516892,2085.11640355,268004.0,1320.21674877,4760.58881377,58705.0,0.393181538973,0.191079631527,0.00478867887859,1.53818108819,0.274372030843
41,EA-127,Reading,43,11633.2287585,270.540203686,192.294338968,630.785187813,29297.0,681.325581395,466.60397815,2100.0,0.421895871986,0.274940693496,0.118355674729,1.53818108819,0.48465713213
42,EA-127,Memory,36,20671.3962671,574.205451863,520.883311428,2085.11640355,56612.0,1572.55555556,1533.04228708,6199.0,0.389760391689,0.13536757357,0.155243462955,0.694249577881,0.194040132834
43,EA-127,CookieTheft,115,31919.0602,277.557045217,280.221089825,1492.68879631,147528.0,1282.85217391,5539.50034678,58705.0,0.394798132907,0.167857395564,0.00478867887859,0.976353724821,0.19779973971
44,EA-127,PupilCalib,9,1055.68305213,117.298116904,113.996295825,402.040571255,34567.0,3840.77777778,10672.2226572,32299.0,0.249018947899,0.124386937969,0.0124474618798,0.386013859053,0.220991118697
45,EA-135,EA-135_allsc,24,14927.4504144,622.018767266,631.826636519,2621.51999936,88797.0,3699.91666667,6482.04408794,29903.0,0.331388861361,0.161075045337,0.00649277570994,0.697994945902,-0.0881406221834
46,EA-135,Reading,8,5660.20207336,707.52525917,546.573858777,1563.5651202,21592.0,2699.0,2463.98492574,7604.0,0.296565273724,0.0912161831031,0.205624029484,0.469384822305,0.21369025565
47,EA-135,Memory,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
48,EA-135,CookieTheft,6,6152.75279618,1025.45879936,923.822290046,2621.51999936,60806.0,10134.3333333,10694.9685678,29903.0,0.191206276481,0.110882981802,0.00649277570994,0.341700483917,0.0278097556162
49,EA-135,PupilCalib,10,3115.49554484,311.549554484,302.634416307,975.972775836,6400.0,640.0,462.169040744,1499.0,0.4433572824,0.157777381439,0.213613137442,0.697994945902,0.4059375
50,EA-141,EA-141_allsc,115,51250.3256497,445.65500565,498.994627792,3277.54096753,192608.0,1674.85217391,4485.0981042,42704.0,0.398673658163,0.190257794749,0.0167999320753,0.984550507972,0.313040353008
51,EA-141,Reading,21,18120.4949562,862.880712201,741.113525229,3277.54096753,83207.0,3962.23809524,9135.05569717,42704.0,0.480921452862,0.219140525205,0.0167999320753,0.984550507972,0.0552838102563
52,EA-141,Memory,71,26904.8993853,378.942244863,396.163865853,1819.10284605,62397.0,878.830985915,870.594345194,4200.0,0.418700814193,0.166183268044,0.0436278808407,0.913389233256,0.331746718592
53,EA-141,CookieTheft,17,4978.83290601,292.872523883,307.382799603,1208.90985199,40796.0,2399.76470588,4995.61809901,20999.0,0.26334877336,0.17887392791,0.0174585772487,0.631645616413,0.0759878419453
54,EA-141,PupilCalib,6,1246.09840224,207.683067041,197.151102552,559.244481306,6208.0,1034.66666667,1062.0784654,2800.0,0.257238870632,0.154357737058,0.0856946386352,0.484215223845,0.789143041237
55,EA-149,EA-149_allsc,57,23519.5788808,412.65927861,500.189755542,2445.75256002,107496.0,1885.92982456,5863.69318914,34498.0,0.436506119557,0.18418211189,0.0633819024314,1.02715902126,-0.390597077119
56,EA-149,Reading,37,12767.7963104,345.075575958,381.298142163,1745.14317711,29098.0,786.432432432,762.002462104,3100.0,0.429058990336,0.182166964936,0.180492310494,1.02715902126,0.375111691525
57,EA-149,Memory,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
58,EA-149,CookieTheft,20,10753.7825703,537.689128517,660.741275094,2445.75256002,78400.0,3920.0,9671.06653891,34498.0,0.450283308617,0.191831844954,0.0633819024314,0.780697624027,0.0625
59,EA-149,PupilCalib,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
60,EA-152,EA-152_allsc,94,61894.5690936,658.452862698,812.324251154,5376.0069972,143794.0,1529.72340426,2559.68930156,20798.0,0.477403413144,0.213977924967,0.0119749472031,1.26969061158,0.148855089508
61,EA-152,Reading,27,26733.6761371,990.136153228,1196.5119251,5376.0069972,45892.0,1699.7037037,1783.54678649,6696.0,0.52677725563,0.180853338407,0.237715977126,1.07541648274,0.119846596357
62,EA-152,Memory,21,12712.4311711,605.353865292,602.214212925,2395.10094889,32897.0,1566.52380952,1988.18599781,8899.0,0.427818856786,0.154201271909,0.22457767664,0.69225724428,0.167188497431
63,EA-152,CookieTheft,29,18992.5169088,654.914376166,573.861661002,2754.66087671,36908.0,1272.68965517,1384.38555487,6907.0,0.56263217801,0.222996636808,0.243265826743,1.26969061158,0.141107618944
64,EA-152,PupilCalib,17,3455.94487651,203.290875089,264.49431366,1077.70823857,28097.0,1652.76470588,4942.97275849,20798.0,0.31484739875,0.218301866633,0.0119749472031,0.979734762336,0.1672776453
65,EA-169,EA-169_allsc,50,17757.7847435,355.155694871,324.713130074,1398.52557095,63807.0,1276.14,2054.22620627,14199.0,0.378574696669,0.212390634243,0.0348956576004,1.05261105751,0.728972027789
66,EA-169,Reading,29,11723.0303434,404.242425636,334.426426553,1398.52557095,25197.0,868.862068966,696.949615116,2500.0,0.480305522589,0.193063614457,0.228144643617,1.05261105751,0.313529388419
67,EA-169,Memory,16,5244.11684307,327.757302692,327.371100784,1337.33197126,22111.0,1381.9375,1118.57233226,3800.0,0.27959606539,0.148036746665,0.0597718680058,0.583436752185,0.139839898693
68,EA-169,CookieTheft,1,495.483442267,495.483442267,0.0,495.483442267,14199.0,14199.0,0.0,14199.0,0.0348956576004,0.0,0.0348956576004,0.0348956576004,0.0281709979576
69,EA-169,PupilCalib,4,295.154114752,73.7885286879,55.1284085447,145.182697387,2300.0,575.0,386.221007542,1100.0,0.122860493639,0.0219710827565,0.0958957367696,0.147251822924,2.43434782609
70,EA-184,EA-184_allsc,126,46966.1752558,372.747422665,436.621646425,2886.97924412,202809.0,1609.5952381,6446.06861047,70899.0,0.383664639277,0.194168443116,0.00980966490163,1.08373265369,0.366173040215
71,EA-184,Reading,42,16348.530717,389.250731357,353.602301419,1558.45909991,100202.0,2385.76190476,10844.5103069,70899.0,0.488359505208,0.206381755938,0.00980966490163,0.943453552026,0.104778347738
72,EA-184,Memory,11,8976.36174968,816.032886334,890.302389377,2886.97924412,24406.0,2218.72727273,2037.04708296,7108.0,0.348335438288,0.139282552931,0.0880867123948,0.521911757932,0.3441366877
73,EA-184,CookieTheft,64,20888.3618888,326.380654513,349.336724128,1618.20187033,60103.0,939.109375,871.443213045,5000.0,0.340001778177,0.170526345996,0.110934940471,1.08373265369,0.30304643695
74,EA-184,PupilCalib,9,752.9209003,83.6578778111,57.0316185514,207.494212731,18098.0,2010.88888889,5283.13989131,16098.0,0.248760189526,0.150190151505,0.0128894404728,0.475661112256,0.712730688474
75,EA-194,EA-194_allsc,145,49929.445258,344.341001779,336.875447876,1400.17504031,264699.0,1825.51034483,11467.3128749,137103.0,0.444211003806,0.22236761023,0.00333084674749,1.34226594671,0.252407684854
76,EA-194,Reading,35,18012.1136697,514.631819134,420.618395907,1369.21929991,29396.0,839.885714286,527.550486652,1800.0,0.563265034578,0.254494611385,0.15819291526,1.34226594671,0.251734929922
77,EA-194,Memory,47,12782.8911952,271.976408409,211.741748908,746.064784624,41896.0,891.404255319,675.691872778,2400.0,0.325699740088,0.151344018751,0.0587317822859,0.730856117376,0.532198777926
78,EA-194,CookieTheft,51,16925.0741853,331.864199711,341.337648113,1400.17504031,53304.0,1045.17647059,3074.671857,22306.0,0.486435531356,0.195234989266,0.00333084674749,1.04507370886,0.165034518985
79,EA-194,PupilCalib,12,2209.36620777,184.113850648,279.856796558,1055.17677577,140103.0,11675.25,39499.6836101,137103.0,0.381684954869,0.24584163564,0.00769623404137,0.767502558204,0.06066251258
80,EA-195,EA-195_allsc,141,42878.3573203,304.101824967,296.398042077,1390.28758024,159200.0,1129.07801418,4120.67878783,49102.0,0.368927865801,0.166375025212,0.0116164393611,0.8910117286,0.378076644547
81,EA-195,Reading,54,17591.520753,325.768902833,333.08995226,1390.28758024,37307.0,690.87037037,506.116626365,1900.0,0.423764467158,0.177174498725,0.159983753282,0.8910117286,0.476800600424
82,EA-195,Memory,55,17705.5303406,321.918733465,253.575099402,1087.57842749,52203.0,949.145454545,737.030539047,3299.0,0.347827345851,0.15385169384,0.0624175611847,0.68742518121,0.329463823918
83,EA-195,CookieTheft,23,5240.56165755,227.85050685,311.875469792,1273.48897932,15489.0,673.434782609,743.76913733,2500.0,0.328870983092,0.147800308814,0.0868357483525,0.60946814125,0.600878042482
84,EA-195,PupilCalib,9,2340.74456921,260.082729912,276.79080689,853.110304856,54201.0,6022.33333333,16162.0640544,49102.0,0.271223468719,0.133745356464,0.0116164393611,0.501829591092,0.105164111363
85,EE-031,EE-031_allsc,8,6101.0000341,762.625004262,619.139544238,2030.11032102,11802.0,1475.25,1267.76008884,4303.0,0.544105113871,0.21941267618,0.306433770207,1.03000012452,0.245721064226
86,EE-031,CookieTheft,8,6101.0000341,762.625004262,619.139544238,2030.11032102,11802.0,1475.25,1267.76008884,4303.0,0.544105113871,0.21941267618,0.306433770207,1.03000012452,0.245721064226
87,EE-057,EE-057_allsc,95,42693.4670229,449.415442347,464.671927432,2315.86441339,112280.0,1181.90526316,1928.22925644,15698.0,0.470363616042,0.195123182513,0.0352131189741,1.12846259318,-0.0707147151269
88,EE-057,Reading,49,24792.7744792,505.974989371,526.293788857,2315.86441339,55801.0,1138.79591837,1479.5599709,7299.0,0.493266873759,0.212532077058,0.154364522677,1.12846259318,0.209619899285
89,EE-057,Memory,13,8056.75954953,619.75073458,546.893777314,2047.83986055,16200.0,1246.15384615,965.420275161,3600.0,0.502335516029,0.148333087133,0.300099935243,0.818593113519,0.241111111111
90,EE-057,CookieTheft,33,9844.93299419,298.331302854,257.6864439,1213.6487918,40280.0,1220.60606061,2698.62882937,15698.0,0.423760757618,0.179932115225,0.0352131189741,0.736760368895,0.266410129096
91,EE-057,PupilCalib,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
92,EE-087,EE-087_allsc,46,13467.8690435,292.801500946,381.568015714,1859.53461542,94498.0,2054.32608696,6559.72381551,43200.0,0.329728310668,0.202141504141,0.0180101247868,0.811376987989,1.65591999053
93,EE-087,Reading,8,3415.62531704,426.95316463,432.33982534,1228.48405816,10307.0,1288.375,1241.81801491,4108.0,0.302727895672,0.157092082267,0.0777044314372,0.519806557535,0.339575046085
94,EE-087,Memory,0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,inf,-1.0,-1.0
95,EE-087,CookieTheft,35,9951.00033634,284.314295324,379.407951584,1859.53461542,83292.0,2379.77142857,7490.89784568,43200.0,0.355351984562,0.208699396019,0.0180101247868,0.811376987989,0.172993804927
96,EE-087,PupilCalib,3,102.243390135,34.081130045,29.1215903098,67.6190949946,900.0,300.0,173.205080757,500.0,0.10278655523,0.0300266383427,0.075988720008,0.135238189989,7.11111111111
97,EE-093,EE-093_allsc,47,26544.6926073,564.780693773,605.761142876,2581.89431025,78298.0,1665.91489362,2302.03942502,11999.0,0.406152133601,0.191507161153,0.0794724858247,0.785876572661,0.754978332441
98,EE-093,Reading,18,13622.0634479,756.781302662,636.449372551,2151.75740873,28697.0,1594.27777778,1405.3582673,4599.0,0.491508390806,0.175190991707,0.12969515038,0.766716044005,0.306582569607
99,EE-093,Memory,6,5416.45787309,902.742978849,1031.28489327,2581.89431025,17101.0,2850.16666667,3577.37615672,9401.0,0.303626029452,0.124323813375,0.157217824854,0.464521274136,0.0876556926496
100,EE-093,CookieTheft,21,7100.07904693,338.099002235,314.300621671,1247.5183834,30300.0,1442.85714286,2604.76135732,11999.0,0.383309240042,0.198159141919,0.0794724858247,0.785876572661,0.171584158416
101,EE-093,PupilCalib,2,406.092239365,203.046119682,101.496312687,274.814850649,2200.0,1100.0,565.685424949,1500.0,0.185374513585,0.00306122527718,0.183209900433,0.187539126737,2.45409090909
102,EE-100,EE-100_allsc,48,18303.0114314,381.312738154,395.701192007,1897.7838081,88998.0,1854.125,3915.73982371,26697.0,0.324823074039,0.181570570307,0.0710860324419,0.905156465286,0.384595407702
103,EE-100,Reading,14,6668.35596048,476.311140034,381.428954551,1185.23573639,20197.0,1442.64285714,1197.11014898,4100.0,0.358611157142,0.193175874701,0.102253822147,0.766736163645,0.257810565926
104,EE-100,Memory,6,4957.8596617,826.309943616,651.433534658,1897.7838081,42896.0,7149.33333333,9728.32778368,26697.0,0.209423901606,0.146531940226,0.0710860324419,0.475067357801,0.0815693770981
105,EE-100,CookieTheft,26,6245.39525197,240.207509691,238.572259464,970.696170593,22306.0,857.923076923,1102.8587189,5208.0,0.349527137361,0.173844045236,0.122984670096,0.905156465286,0.421007800592
106,EE-100,PupilCalib,2,431.400557249,215.700278625,190.075785241,350.104155308,3599.0,1799.5,1413.50645559,2799.0,0.113351186424,0.0165896924047,0.101620502427,0.125081870421,0.777993887191
107,EE-105,EE-105_allsc,92,29716.1692674,323.001839863,293.349026558,1832.7733833,70579.0,767.163043478,648.171837838,3900.0,0.424800949511,0.197786977555,0.101555960829,1.14274846271,0.962782100135
108,EE-105,Reading,16,5625.44851608,351.590532255,297.333002573,1009.63227978,12492.0,780.75,592.943785981,2500.0,0.474656266048,0.337913258175,0.101555960829,1.14274846271,0.5048831252
109,EE-105,Memory,9,1452.24853058,161.360947842,136.320206198,485.296349909,3600.0,400.0,278.388218142,900.0,0.40449334441,0.118755621174,0.288822059084,0.571831539182,1.75
110,EE-105,CookieTheft,57,21625.5717713,379.395995988,310.304622249,1832.7733833,50587.0,887.49122807,715.70083342,3900.0,0.445911472058,0.14968035199,0.178295487283,1.00060261524,0.288809377903
111,EE-105,PupilCalib,10,1012.90044936,101.290044936,69.0136268606,239.258249863,3900.0,390.0,144.913767462,600.0,0.242979309125,0.0943860153019,0.103647934172,0.398763749772,1.30743589744
112,EE-126,EE-126_allsc,80,39245.2579968,490.56572496,649.490495181,3948.67493817,177295.0,2216.1875,6683.62536181,53200.0,0.420168616311,0.220265783742,0.00339541282956,1.07080519784,0.401590676262
113,EE-126,Reading,41,27735.4265948,676.473819384,769.356705219,3948.67493817,62299.0,1519.48780488,2064.7642132,11399.0,0.500968655261,0.221511405174,0.183522106953,1.07080519784,0.138172362317
114,EE-126,Memory,5,848.115677427,169.623135485,125.586541958,325.163950358,3000.0,600.0,374.165738677,1200.0,0.28741849127,0.132266074096,0.068,0.398787444386,1.26633333333
115,EE-126,CookieTheft,25,9709.27958814,388.371183526,501.977221713,2076.29229247,55497.0,2219.88,5398.28492301,26800.0,0.383987299031,0.198556090549,0.0202513403479,1.02346691798,0.104510153702
116,EE-126,PupilCalib,9,952.436136499,105.826237389,40.0015705811,180.635962533,56499.0,6277.66666667,17596.4813244,53200.0,0.226333278564,0.126155876765,0.00339541282956,0.409932356985,0.0973468556966
117,EE-146,EE-146_allsc,129,29820.3647409,231.165618146,212.853526783,868.441383301,118174.0,916.07751938,3523.5965593,40202.0,0.377794282906,0.172448449671,0.00489622327447,1.23476299278,0.493618608083
118,EE-146,Reading,59,12486.8316443,211.641214311,189.770663981,842.404223453,73078.0,1238.61016949,5185.54850627,40202.0,0.373900870925,0.153946818613,0.00489622327447,0.876654893518,0.253646788363
119,EE-146,Memory,39,10865.7886566,278.609965553,257.651246793,868.441383301,25398.0,651.230769231,503.081162309,2100.0,0.405968198372,0.135173106515,0.126055562373,0.732220714194,0.42121426884
120,EE-146,CookieTheft,21,4196.13300794,199.815857521,182.321266811,764.015268356,13398.0,638.0,567.665306321,2199.0,0.367716161599,0.271847618432,0.0631903652788,1.23476299278,0.552470517988
121,EE-146,PupilCalib,10,2271.61143203,227.161143203,208.700285491,687.538692525,6300.0,630.0,496.767327607,1800.0,0.312051198025,0.1423571949,0.119275293184,0.620048330155,0.747142857143
122,EE-174,EE-174_allsc,141,52933.2015105,375.41277667,403.628065087,2688.27423373,174663.0,1238.74468085,3831.73355099,43795.0,0.456516244548,0.200133239144,0.0101059458526,1.04881088177,1.20966725833
123,EE-174,Reading,43,18191.7781412,423.064607934,385.876701061,1623.79657026,101598.0,2362.74418605,6718.98646372,43795.0,0.386596676673,0.184634548563,0.0101059458526,0.79061746304,0.110228547806
124,EE-174,Memory,15,5598.10198269,373.206798846,655.51425313,2688.27423373,8399.0,559.933333333,632.259041247,2700.0,0.520449210317,0.243505109431,0.211006625587,1.03973587854,3.38123586141
125,EE-174,CookieTheft,70,26455.0073333,377.928676191,374.608854189,1783.59120852,58990.0,842.714285714,1020.34927443,5302.0,0.486911515032,0.200052630754,0.130918651013,1.04881088177,0.391778267503
126,EE-174,PupilCalib,13,2688.31405334,206.793388719,179.790133841,590.019975022,5676.0,436.615384615,342.955181343,1200.0,0.45035301364,0.143589671596,0.219879097678,0.682470769895,0.955426356589
127,EH-061,EH-061_allsc,149,69082.0744457,463.638083528,612.764653549,3997.7156417,184728.0,1239.7852349,2990.14736725,30003.0,0.461128435622,0.205368134021,0.00636833090959,1.05325048296,0.264165350799
128,EH-061,Reading,28,27736.299039,990.582108537,1068.95191976,3997.7156417,70025.0,2500.89285714,5592.01209623,30003.0,0.570417182111,0.209366350345,0.113662595441,0.898237159617,0.082584791146
129,EH-061,Memory,49,13823.7230787,282.116797525,348.320096372,2258.9241146,31096.0,634.612244898,526.246568331,2900.0,0.403029516486,0.163584285106,0.0872860117464,0.778939349863,0.466265757654
130,EH-061,CookieTheft,68,26993.6269126,396.965101656,361.648763537,1968.64934025,58809.0,864.838235294,811.936998701,3800.0,0.479913386266,0.199942529324,0.0755901699437,1.05325048296,0.326344607118
131,EH-061,PupilCalib,4,528.425415367,132.106353842,22.3204907982,162.572931431,24798.0,6199.5,9148.14376436,19798.0,0.0884748086782,0.073692944177,0.00636833090959,0.163303702996,0.181466247278
132,EH-164,EH-164_allsc,115,24545.9562712,213.443098011,201.438326997,1214.05355812,78118.0,679.286956522,636.07389184,3708.0,0.335866628627,0.168963161353,0.0739866845524,1.03141203582,2.04344857729
133,EH-164,Reading,72,15520.2956135,215.559661298,201.75626619,1136.88002861,41312.0,573.777777778,517.676614,3499.0,0.370256151728,0.167104416687,0.111817820439,1.03141203582,0.556303253292
134,EH-164,Memory,10,2300.36585828,230.036585828,158.531114553,516.464059203,11199.0,1119.9,806.669483466,2800.0,0.224868145829,0.0701473104392,0.120869964262,0.378782768185,0.428609697294
135,EH-164,CookieTheft,32,6610.58650365,206.580828239,219.61888652,1214.05355812,24507.0,765.84375,763.690788186,3708.0,0.300414301264,0.172780329135,0.0739866845524,0.765370628198,0.824335904027
136,EH-164,PupilCalib,1,114.708295835,114.708295835,0.0,114.708295835,1100.0,1100.0,0.0,1100.0,0.104280268941,0.0,0.104280268941,0.104280268941,6.36454545455
137,EH-173,EH-173_allsc,63,12235.2726345,194.210676737,166.286023298,698.254921586,53193.0,844.333333333,1963.39889625,15499.0,0.333408579831,0.19198081666,0.0192506225922,1.10238804842,0.937261648521
138,EH-173,Reading,36,8831.04840833,245.306900231,193.773495602,698.254921586,24897.0,691.583333333,698.742804716,3000.0,0.402229561429,0.215198640123,0.12156652764,1.10238804842,0.61047515765
139,EH-173,Memory,15,2169.00915888,144.600610592,77.3714506055,318.32704855,8498.0,566.533333333,413.193290408,1899.0,0.276765384335,0.0877807298617,0.110313063419,0.430802658042,1.24723464345
