,interview,task,numfixations,fixationrate,meanfixationduration,stddevfixationduration,sumfixationduration
365,HA-027,CookieTheft,50,0.00123140577283,235.66,158.981145076,11783
366,HA-027,PupilCalib,6,0.000531067445566,1416.5,1277.8863408,8499
367,HA-039,HA-039_allsc,149,0.000857751424788,219.805369128,176.414425999,32751
368,HA-039,Reading,49,0.00114743349569,217.142857143,173.952100687,10640
369,HA-039,Memory,21,0.000404624277457,186.095238095,179.499834195,3908
370,HA-039,CookieTheft,66,0.000972031988689,196.909090909,117.628715394,12996
371,HA-039,PupilCalib,13,0.00115998929241,400.538461538,306.375209883,5207
372,HA-044,HA-044_allsc,111,0.000446503994401,257.774774775,226.429827969,28613
373,HA-044,Reading,26,0.00054848849229,184.576923077,115.519062696,4799
374,HA-044,Memory,35,0.000298900047824,334.485714286,297.620007573,11707
375,HA-044,CookieTheft,48,0.000654834176887,229.333333333,189.932388119,11008
376,HA-044,PupilCalib,2,0.00018521948509,549.5,211.424927575,1099
377,HA-058,HA-058_allsc,115,0.000622668377651,214.686956522,227.190868254,24689
378,HA-058,Reading,34,0.00055022413542,182.352941176,135.89342579,6200
379,HA-058,Memory,15,0.000450436923816,206.666666667,225.092573548,3100
380,HA-058,CookieTheft,53,0.000674334571734,160.188679245,108.041312719,8490
381,HA-058,PupilCalib,13,0.0011819256296,530.692307692,453.353685441,6899
382,HA-065,HA-065_allsc,39,0.000157638175924,213.051282051,200.238140948,8309
383,HA-065,Reading,2,4.85389767984e-05,100.0,0.0,200
384,HA-065,Memory,13,0.000187592894558,269.230769231,281.023769412,3500
385,HA-065,CookieTheft,19,0.000150197628458,189.894736842,159.534703552,3608
386,HA-065,PupilCalib,5,0.000480815463025,200.2,100.250685783,1001
387,HA-066,HA-066_allsc,146,0.000647441497452,283.993150685,382.157712462,41463
388,HA-066,Reading,27,0.000532544378698,237.0,186.241984856,6399
389,HA-066,Memory,56,0.00072074854885,258.892857143,214.669952047,14498
390,HA-066,CookieTheft,58,0.000669761426361,253.155172414,302.888190923,14683
391,HA-066,PupilCalib,5,0.000475827940617,1176.6,1447.15161611,5883
392,HA-068,HA-068_allsc,90,0.000552869700897,222.1,206.545642044,19989
393,HA-068,Reading,24,0.000491853673532,179.125,121.537724507,4299
394,HA-068,Memory,24,0.00040135121576,228.791666667,247.675976818,5491
395,HA-068,CookieTheft,29,0.000651758624565,168.965517241,107.249536382,4900
396,HA-068,PupilCalib,13,0.0013403443654,407.615384615,309.495163791,5299
397,HA-077,HA-077_allsc,213,0.000403946155684,198.258215962,178.283254567,42229
398,HA-077,Reading,18,0.000417672173752,149.944444444,104.234166365,2699
399,HA-077,Memory,51,0.000218228498074,176.31372549,131.740880549,8992
400,HA-077,CookieTheft,139,0.000582067302055,208.913669065,192.086313706,29039
401,HA-077,PupilCalib,5,0.000427423491195,299.8,339.190506943,1499
402,HA-082,HA-082_allsc,289,0.00082362228511,226.207612457,265.391217666,65374
403,HA-082,Reading,18,0.000421506182091,317.111111111,252.609181727,5708
404,HA-082,Memory,180,0.000811929957509,192.616666667,132.602791371,34671
405,HA-082,CookieTheft,84,0.00110392682542,228.523809524,192.853929129,19196
406,HA-082,PupilCalib,7,0.000673141648235,828.428571429,1295.78442872,5799
407,HA-086,HA-086_allsc,47,0.000244799316645,240.595744681,374.349735314,11308
408,HA-086,Reading,17,0.00030856354594,158.823529412,106.412073618,2700
409,HA-086,Memory,10,0.000122550521452,440.0,771.674082038,4400
410,HA-086,CookieTheft,19,0.000417554886491,210.947368421,144.565814956,4008
411,HA-086,PupilCalib,1,0.000102061645234,200.0,0.0,200
412,HA-089,HA-089_allsc,232,0.000932127460395,242.702586207,496.152855228,56307
413,HA-089,Reading,39,0.000744246402809,164.076923077,115.849354226,6399
414,HA-089,Memory,64,0.000900203952458,220.0,207.675647593,14080
415,HA-089,CookieTheft,124,0.00108679456953,212.330645161,140.558162701,26329
416,HA-089,PupilCalib,5,0.000442517036906,1899.8,3045.0451885,9499
417,HA-092,HA-092_allsc,181,0.000655317485029,231.348066298,241.915814924,41874
418,HA-092,Reading,57,0.000996451235075,166.122807018,105.884045435,9469
419,HA-092,Memory,42,0.00030951082551,328.357142857,421.000308292,13791
420,HA-092,CookieTheft,74,0.00100814691698,209.662162162,119.520993402,15515
421,HA-092,PupilCalib,8,0.000808162440651,387.375,322.783845188,3099
422,HA-103,HA-103_allsc,163,0.000580686991899,215.914110429,183.557015019,35194
423,HA-103,Reading,26,0.000561518692093,169.576923077,88.1363366958,4409
424,HA-103,Memory,62,0.000683579752809,187.048387097,121.659215982,11597
425,HA-103,CookieTheft,61,0.000461446521374,221.262295082,174.252011145,13497
426,HA-103,PupilCalib,14,0.00121665073434,406.5,384.473416106,5691
427,HA-113,HA-113_allsc,74,0.000638470431917,245.810810811,280.464960118,18190
428,HA-113,Reading,30,0.000618518442158,179.466666667,137.600053462,5384
429,HA-113,Memory,8,0.000382793435093,112.5,35.3553390593,900
430,HA-113,CookieTheft,27,0.000760541956565,192.888888889,120.707317136,5208
431,HA-113,PupilCalib,9,0.00081825620511,744.222222222,526.782872201,6698
432,HA-128,HA-128_allsc,491,0.000918259906827,244.077393075,259.02057699,119842
433,HA-128,Reading,43,0.000893915140428,218.744186047,153.132854399,9406
434,HA-128,Memory,334,0.000852247355864,220.146706587,223.423269584,73529
435,HA-128,CookieTheft,102,0.00122448979592,288.303921569,266.351245398,29407
436,HA-128,PupilCalib,12,0.00105272392315,625.0,735.001546071,7500
437,HA-142,HA-142_allsc,258,0.00121407194082,297.728682171,244.317862485,76814
438,HA-142,Reading,88,0.00146661777941,288.795454545,223.749149313,25414
439,HA-142,Memory,131,0.00112637787828,279.404580153,231.170292829,36602
440,HA-142,CookieTheft,36,0.00136337814808,366.611111111,318.160990495,13198
441,HA-142,PupilCalib,3,0.000306153689152,533.333333333,230.940107676,1600
442,HA-154,HA-154_allsc,46,0.000315269315386,186.956521739,183.522926999,8600
443,HA-154,Reading,17,0.00026274303731,117.176470588,53.0615624701,1992
444,HA-154,Memory,11,0.000484453448428,237.090909091,272.640956038,2608
445,HA-154,CookieTheft,7,0.000144628099174,185.714285714,89.9735410842,1300
446,HA-154,PupilCalib,11,0.00108921675413,245.454545455,230.347721342,2700
447,HA-163,HA-163_allsc,138,0.00110140069436,233.094202899,196.859351314,32167
448,HA-163,Reading,69,0.00116157705128,193.724637681,134.91106919,13367
449,HA-163,Memory,14,0.00063068744932,242.857142857,220.887321481,3400
450,HA-163,CookieTheft,43,0.00132732436103,204.651162791,178.557031535,8800
451,HA-163,PupilCalib,12,0.00106204088857,550.0,261.116483934,6600
452,HA-177,HA-177_allsc,96,0.000598541056176,302.927083333,328.762247954,29081
453,HA-177,Reading,63,0.0010843000241,242.603174603,156.365529128,15284
454,HA-177,Memory,6,9.98452398782e-05,250.0,137.840487521,1500
455,HA-177,CookieTheft,15,0.000503406383193,193.333333333,133.452327854,2900
456,HA-177,PupilCalib,12,0.000967898048072,783.083333333,688.540545889,9397
457,HA-181,HA-181_allsc,156,0.000608664099353,303.16025641,276.051736544,47293
458,HA-181,Reading,34,0.000537966171421,285.294117647,227.1461323,9700
459,HA-181,Memory,6,0.000194811519855,398.666666667,397.203558225,2392
460,HA-181,CookieTheft,105,0.000711859580613,253.352380952,229.097727759,26602
461,HA-181,PupilCalib,11,0.000743343695094,781.727272727,318.79902475,8599
462,HA-192,HA-192_allsc,236,0.0010620966508,341.872881356,382.737364462,80682
463,HA-192,Reading,89,0.00121251754063,243.617977528,187.034422307,21682
464,HA-192,Memory,54,0.000876580686006,331.462962963,476.924135139,17899
465,HA-192,CookieTheft,88,0.00114884006319,406.840909091,380.648807471,35802
466,HA-192,PupilCalib,5,0.000471742617228,1059.8,847.307618283,5299
467,HA-196,HA-196_allsc,208,0.000887746957973,242.841346154,288.434385948,50511
468,HA-196,Reading,48,0.000979531865396,189.916666667,156.32587803,9116
469,HA-196,Memory,69,0.000736416320693,230.391304348,262.204467667,15897
470,HA-196,CookieTheft,81,0.00099874232448,223.432098765,223.222363254,18098
471,HA-196,PupilCalib,10,0.000952471663968,740.0,727.552976307,7400
472,HC-116,HC-116_allsc,178,0.000995536862828,190.483146067,116.677314674,33906
473,HC-116,Reading,44,0.000909034563973,163.977272727,111.913689467,7215
474,HC-116,Memory,25,0.000886619143881,156.04,87.0078923623,3901
475,HC-116,CookieTheft,101,0.00109190369626,199.910891089,107.725029497,20191
476,HC-116,PupilCalib,8,0.000824827301784,324.875,212.081815412,2599
477,HE-012,HE-012_allsc,144,0.000806320658047,243.694444444,231.353732063,35092
478,HE-012,Reading,58,0.000892403797332,227.534482759,178.425395045,13197
479,HE-012,Memory,26,0.000604721479242,146.115384615,81.0700077331,3799
480,HE-012,CookieTheft,49,0.000844783890488,204.020408163,130.778038707,9997
481,HE-012,PupilCalib,11,0.000873154468963,736.272727273,429.57283222,8099
482,HE-022,HE-022_allsc,32,0.000194768043433,205.90625,166.360541106,6589
483,HE-022,Reading,10,0.000165291988297,209.8,159.457970777,2098
484,HE-022,Memory,3,7.14370758424e-05,133.333333333,57.735026919,400
485,HE-022,CookieTheft,17,0.00033532556167,194.117647059,167.595451293,3300
486,HE-022,PupilCalib,2,0.000180066624651,395.5,287.792459943,791
487,HE-030,HE-030_allsc,54,0.000267577089455,149.685185185,112.704794573,8083
488,HE-030,Reading,18,0.000332704890762,127.666666667,57.3041421355,2298
489,HE-030,Memory,8,0.000268411340379,161.5,141.323337472,1292
490,HE-030,CookieTheft,22,0.000205998295832,131.863636364,77.9696494398,2901
491,HE-030,PupilCalib,6,0.000540199873953,265.333333333,224.879226846,1592
492,HE-078,HE-078_allsc,123,0.000662344375996,262.577235772,269.991773042,32297
493,HE-078,Reading,24,0.000528587789622,158.666666667,88.658929596,3808
494,HE-078,Memory,47,0.000556885234247,218.787234043,160.660313566,10283
495,HE-078,CookieTheft,42,0.000935516204477,273.785714286,168.301346416,11499
496,HE-078,PupilCalib,10,0.000908512764604,670.7,694.710819134,6707
497,HE-099,HE-099_allsc,128,0.000419263864368,253.1484375,388.02193886,32403
498,HE-099,Reading,33,0.000924473330345,166.666666667,81.6496580928,5500
499,HE-099,Memory,72,0.00032461384478,280.611111111,455.865545892,20204
500,HE-099,CookieTheft,22,0.000555555555556,213.590909091,191.004527269,4699
501,HE-099,PupilCalib,1,0.000121966093426,2000.0,0.0,2000
502,HE-119,HE-119_allsc,171,0.00117780762475,284.210526316,352.050317435,48600
503,HE-119,Reading,73,0.00140942966367,215.095890411,150.626761344,15702
504,HE-119,Memory,26,0.000698981100626,215.384615385,168.978833449,5600
505,HE-119,CookieTheft,64,0.00144485833616,271.859375,205.381941308,17399
506,HE-119,PupilCalib,8,0.000672325405496,1237.375,1089.89028773,9899
507,HE-130,HE-130_allsc,200,0.0010460634019,313.87,277.000286813,62774
508,HE-130,Reading,73,0.00132722446456,282.506849315,210.639972154,20623
509,HE-130,Memory,42,0.000705965407695,202.380952381,135.193078258,8500
510,HE-130,CookieTheft,71,0.00111285266458,361.309859155,334.116557573,25653
511,HE-130,PupilCalib,14,0.00108543960304,571.285714286,375.136780915,7998
512,HE-150,HE-150_allsc,92,0.000686556917061,197.630434783,154.782422078,18182
513,HE-150,Reading,47,0.000687124457245,171.957446809,139.38513386,8082
514,HE-150,Memory,22,0.00058817238798,195.454545455,136.197590103,4300
515,HE-150,CookieTheft,10,0.000568246391635,130.0,48.304589154,1300
516,HE-150,PupilCalib,13,0.00122653080479,346.153846154,206.621169516,4500
517,HH-029,HH-029_allsc,129,0.00043186565965,333.286821705,1261.28411868,42994
518,HH-029,Reading,21,0.000325576347654,190.761904762,140.761111377,4006
519,HH-029,Memory,74,0.000404150737302,413.378378378,1659.22839554,30590
520,HH-029,CookieTheft,26,0.00063266497956,265.307692308,197.879714823,6898
521,HH-029,PupilCalib,8,0.000799440391726,187.5,112.599162646,1500
522,HH-053,HH-053_allsc,275,0.000757577844567,247.545454545,373.542765616,68075
523,HH-053,Reading,39,0.000730419148219,158.948717949,104.438082568,6199
524,HH-053,Memory,38,0.000478571338614,171.157894737,189.67903563,6504
525,HH-053,CookieTheft,191,0.000878989392301,236.460732984,272.312180135,45164
526,HH-053,PupilCalib,7,0.000542341365151,1458.28571429,1389.53741875,10208
527,HH-055,HH-055_allsc,161,0.0012668486942,266.472049689,210.421335126,42902
528,HH-055,Reading,46,0.00105034821327,217.347826087,158.195268561,9998
529,HH-055,Memory,51,0.00145311565091,282.490196078,174.337875695,14407
530,HH-055,CookieTheft,51,0.00135649120941,235.254901961,214.327491763,11998
531,HH-055,PupilCalib,13,0.00122664653708,499.923076923,323.959992782,6499
532,HH-056,HH-056_allsc,100,0.000517322545434,224.23,195.761752489,22423
533,HH-056,Reading,32,0.000621335093783,219.25,170.464261698,7016
534,HH-056,Memory,27,0.000277786351431,181.444444444,175.510756482,4899
535,HH-056,CookieTheft,25,0.000766941743105,192.0,103.682608635,4800
536,HH-056,PupilCalib,16,0.00133255600899,356.75,313.800679838,5708
537,HH-076,HH-076_allsc,178,0.000859081651367,278.533707865,266.177315457,49579
538,HH-076,CookieTheft,167,0.0008507429992,278.317365269,256.764204094,46479
539,HH-076,PupilCalib,11,0.00100926690522,281.818181818,399.545195987,3100
540,HI-010,HI-010_allsc,104,0.000686029406914,246.153846154,235.018023239,25600
541,HI-010,Reading,40,0.000909028929846,217.075,179.176662214,8683
542,HI-010,Memory,3,9.17543430389e-05,200.0,173.205080757,600
543,HI-010,CookieTheft,42,0.000687397708674,209.904761905,150.846038376,8816
544,HI-010,PupilCalib,19,0.00137701116104,394.789473684,403.380517756,7501
545,HI-020,HI-020_allsc,85,0.000410816558324,562.576470588,746.35253346,47819
546,HI-020,Reading,28,0.000533302858884,378.571428571,297.342728871,10600
547,HI-020,Memory,17,0.000196304849885,447.411764706,1032.32081126,7606
548,HI-020,CookieTheft,34,0.000615897398739,671.0,811.952230271,22814
549,HI-020,PupilCalib,6,0.00047626607398,1133.16666667,643.583845871,6799
550,HI-034,HI-034_allsc,195,0.000848589817793,227.682051282,191.815690735,44398
551,HI-034,Reading,35,0.000786605236543,205.771428571,132.624876939,7202
552,HI-034,Memory,77,0.000688748356396,190.571428571,146.348037637,14674
553,HI-034,CookieTheft,68,0.00109851054893,215.044117647,145.98767417,14623
554,HI-034,PupilCalib,15,0.00129321493232,526.6,378.925887967,7899
555,HI-036,HI-036_allsc,115,0.000654130120701,278.391304348,234.922334895,32015
556,HI-036,Reading,34,0.000640265145095,247.294117647,152.157719093,8408
557,HI-036,Memory,17,0.000432625015905,370.588235294,448.281030552,6300
558,HI-036,CookieTheft,57,0.000790546725472,252.754385965,151.15570032,14407
559,HI-036,PupilCalib,7,0.000619140279498,414.285714286,338.765264987,2900
560,HI-041,HI-041_allsc,183,0.00104036384309,237.759562842,204.437252535,43510
561,HI-041,Reading,69,0.00117944685652,232.115942029,152.785849382,16016
562,HI-041,Memory,48,0.000770527329641,195.791666667,148.664402632,9398
563,HI-041,CookieTheft,50,0.00120180751851,227.94,218.574734802,11397
564,HI-041,PupilCalib,16,0.00118527298318,418.6875,367.352096088,6699
565,HI-042,HI-042_allsc,119,0.00052584366977,218.453781513,190.121849773,25996
566,HI-042,Reading,35,0.000516239417092,156.914285714,142.115398724,5492
567,HI-042,Memory,8,0.000159036240383,150.0,53.4522483825,1200
568,HI-042,CookieTheft,71,0.000733448343543,246.521126761,190.505557411,17503
569,HI-042,PupilCalib,5,0.00043863496798,360.2,415.836746813,1801
570,HI-052,HI-052_allsc,59,0.000371080851599,306.881355932,347.190700095,18106
571,HI-052,Reading,14,0.000296014377841,157.142857143,93.7614461877,2200
572,HI-052,Memory,2,3.67653817166e-05,150.0,70.7106781187,300
573,HI-052,CookieTheft,30,0.000643735381842,330.233333333,386.735736499,9907
574,HI-052,PupilCalib,13,0.00121518040755,438.384615385,401.086760868,5699
575,HI-097,HI-097_allsc,90,0.000575451249688,257.011111111,364.906252219,23131
576,HI-097,Reading,24,0.000475219293903,209.0,144.189488853,5016
577,HI-097,Memory,30,0.000665262224193,156.7,85.8134102534,4701
578,HI-097,CookieTheft,27,0.00054874702762,167.259259259,144.273403006,4516
579,HI-097,PupilCalib,9,0.000775995861355,988.666666667,808.195984895,8898
580,HI-120,HI-120_allsc,120,0.000656846806903,195.833333333,154.184672277,23500
581,HI-120,Reading,11,0.000200364298725,109.090909091,30.3626564894,1200
582,HI-120,Memory,38,0.00102436920423,252.631578947,202.333471206,9600
583,HI-120,CookieTheft,56,0.000697419547674,160.714285714,92.8834488213,9000
584,HI-120,PupilCalib,15,0.00144244638908,246.666666667,192.230020945,3700
585,HI-121,HI-121_allsc,328,0.000421484396082,227.957317073,343.791422981,74770
586,HI-121,Reading,44,0.000775973052572,184.227272727,139.560750069,8106
587,HI-121,Memory,77,0.000215924577825,247.961038961,252.647686958,19093
588,HI-121,CookieTheft,204,0.000571598289688,199.862745098,145.527648023,40772
589,HI-121,PupilCalib,3,0.00037504688086,2266.33333333,2821.36497698,6799
590,HI-131,HI-131_allsc,116,0.000907029478458,283.629310345,595.703129013,32901
591,HI-131,Reading,55,0.00114832136295,192.654545455,134.428587428,10596
592,HI-131,Memory,21,0.000552660666351,452.571428571,1298.567887,9504
593,HI-131,CookieTheft,25,0.000783748197379,312.12,400.133032045,7803
594,HI-131,PupilCalib,15,0.00148544266191,333.2,287.037628195,4998
595,HI-132,HI-132_allsc,315,0.000983173684654,250.815873016,304.518233484,79007
596,HI-132,Reading,54,0.00115150868963,224.018518519,178.951399615,12097
597,HI-132,Memory,140,0.000841862199185,213.007142857,187.564799217,29821
598,HI-132,CookieTheft,112,0.00116911450015,250.785714286,246.419382814,28088
599,HI-132,PupilCalib,9,0.000789542942363,1000.11111111,1145.54576998,9001
600,HI-134,HI-134_allsc,417,0.000967288483932,240.285371703,236.009946421,100199
601,HI-134,Reading,66,0.00119993454902,202.772727273,127.975453831,13383
602,HI-134,Memory,241,0.000905324132335,255.20746888,243.585915939,61505
603,HI-134,CookieTheft,103,0.00103416769581,183.601941748,135.066021605,18911
604,HI-134,PupilCalib,7,0.000679677638606,914.285714286,625.64252687,6400
605,HI-144,HI-144_allsc,156,0.000732401243204,285.980769231,322.94942121,44613
606,HI-144,Reading,55,0.00110435114351,189.236363636,118.051301409,10408
607,HI-144,Memory,6,8.34527170814e-05,599.833333333,1035.47098784,3599
608,HI-144,CookieTheft,84,0.00104090509176,285.797619048,259.34866422,24007
609,HI-144,PupilCalib,11,0.0010378337579,599.909090909,477.472607496,6599
610,HI-148,HI-148_allsc,79,0.000647042442708,231.518987342,332.588637145,18290
611,HI-148,Reading,33,0.000597804427376,166.424242424,73.837249366,5492
612,HI-148,Memory,11,0.000506959166743,163.545454545,102.753456036,1799
613,HI-148,CookieTheft,25,0.000741927825261,176.0,136.259862028,4400
614,HI-148,PupilCalib,10,0.00086971647243,659.9,802.739815327,6599
615,HL-060,HL-060_allsc,181,0.000881190239723,250.320441989,280.01064875,45308
616,HL-060,Reading,62,0.000915791494956,211.403225806,147.303796672,13107
617,HL-060,Memory,29,0.000564169406455,151.689655172,79.2027702655,4399
618,HL-060,CookieTheft,84,0.00111111111111,233.357142857,200.689512807,19602
619,HL-060,PupilCalib,6,0.000560747663551,1366.66666667,527.888877195,8200
620,HL-062,HL-062_allsc,6,0.000124984376953,679.333333333,507.312395538,4076
621,HL-062,Memory,1,2.36417797532e-05,0.0,0.0,0
622,HL-062,PupilCalib,5,0.000875963559916,815.2,428.087841453,4076
623,HL-074,HL-074_allsc,78,0.000605566554093,225.576923077,251.408165012,17595
624,HL-074,Reading,36,0.000779170183754,177.583333333,122.308129621,6393
625,HL-074,Memory,6,0.000120469832346,517.5,735.14454361,3105
626,HL-074,CookieTheft,24,0.00106676148991,174.875,103.00962914,4197
627,HL-074,PupilCalib,12,0.00116516166618,325.0,237.88843833,3900
628,HL-111,HL-111_allsc,139,0.000562748479769,311.532374101,329.870864109,43303
629,HL-111,Reading,42,0.000601693336963,212.071428571,157.909111379,8907
630,HL-111,Memory,3,3.17124735729e-05,233.333333333,152.752523165,700
631,HL-111,CookieTheft,86,0.00119444444444,292.988372093,239.990955427,25197
632,HL-111,PupilCalib,8,0.000754788187565,1062.375,763.2894859,8499
633,HL-168,HL-168_allsc,121,0.00072629487572,270.983471074,353.160775084,32789
634,HL-168,Reading,52,0.00109010104398,211.653846154,152.67932364,11006
635,HL-168,Memory,25,0.000467324659788,215.36,213.849417426,5384
636,HL-168,CookieTheft,36,0.000672872042167,177.777777778,162.289355537,6400
637,HL-168,PupilCalib,8,0.000672325405496,1249.875,709.073930762,9999
638,HN-183,HN-183_allsc,366,0.00127791957486,355.087431694,435.331500839,129962
639,HN-183,Reading,77,0.00138731239753,237.623376623,148.104962687,18297
640,HN-183,Memory,37,0.00134072544117,270.243243243,330.539996353,9999
641,HN-183,CookieTheft,247,0.00129051808815,367.04048583,361.235760656,90659
642,HN-183,PupilCalib,5,0.000419921054842,2201.4,1807.12860638,11007
643,HO-032,HO-032_allsc,179,0.000634088453568,262.480446927,274.889300309,46984
644,HO-032,Reading,61,0.000640097378749,239.360655738,194.96803437,14601
645,HO-032,Memory,43,0.000513739545998,244.255813953,242.480052496,10503
646,HO-032,CookieTheft,68,0.000737535114264,214.558823529,127.30166105,14590
647,HO-032,PupilCalib,7,0.000630744278248,1041.42857143,726.183369208,7290
648,HO-033,HO-033_allsc,107,0.000476383404049,214.682242991,185.482216924,22971
649,HO-033,Reading,45,0.000853841337305,161.977777778,100.771002523,7289
650,HO-033,Memory,22,0.000214636240354,149.954545455,101.207226014,3299
651,HO-033,CookieTheft,25,0.000428816466552,251.96,245.17892786,6299
652,HO-033,PupilCalib,15,0.00135049968488,405.6,230.451978264,6084
653,HO-038,HO-038_allsc,299,0.00108688935176,309.725752508,319.103702357,92608
654,HO-038,Reading,45,0.00101800742014,195.911111111,157.848002582,8816
655,HO-038,Memory,123,0.00125001270338,341.43902439,300.991562061,41997
656,HO-038,CookieTheft,125,0.00102547274293,279.968,263.616991718,34996
657,HO-038,PupilCalib,6,0.000566091140674,1133.16666667,968.772505115,6799
658,HO-070,HO-070_allsc,95,0.000329745471206,353.8,522.55470242,33611
659,HO-070,Reading,27,0.000633743310487,199.925925926,117.604593685,5398
660,HO-070,Memory,16,0.000100694160368,449.9375,388.13236037,7199
661,HO-070,CookieTheft,50,0.00062893081761,298.28,261.993226272,14914
662,HO-070,PupilCalib,2,0.000281690140845,3050.0,2050.60966544,6100
663,HO-072,HO-072_allsc,155,0.000873702129578,286.55483871,448.113681975,44416
664,HO-072,Reading,53,0.000929791937125,196.377358491,133.438004391,10408
665,HO-072,Memory,30,0.000627562547067,300.666666667,576.894022021,9020
666,HO-072,CookieTheft,66,0.00106792660432,246.818181818,207.440587164,16290
667,HO-072,PupilCalib,6,0.000555658455269,1449.66666667,1333.53675115,8698
668,HO-075,HO-075_allsc,198,0.00113592684172,296.580808081,268.358331237,58723
669,HO-075,Reading,43,0.00094085727414,214.255813953,122.473727605,9213
670,HO-075,Memory,25,0.000746135020593,228.24,162.273503691,5706
671,HO-075,CookieTheft,121,0.00142690361915,297.553719008,247.519829186,36004
672,HO-075,PupilCalib,9,0.000873871249636,866.666666667,529.150262213,7800
673,HO-106,HO-106_allsc,159,0.000721438521187,245.232704403,341.879544169,38992
674,HO-106,Reading,65,0.00119498474096,193.815384615,101.29765735,12598
675,HO-106,Memory,59,0.000459133249807,194.881355932,168.597468458,11498
676,HO-106,CookieTheft,27,0.00101515208482,255.444444444,180.405810356,6897
677,HO-106,PupilCalib,8,0.000734012294706,999.875,1220.98326156,7999
678,HO-124,HO-124_allsc,64,0.000304030783117,268.9375,297.139317172,17212
679,HO-124,Reading,19,0.00037180540879,257.842105263,209.023460448,4899
680,HO-124,Memory,26,0.000309881649047,288.692307692,389.036838279,7506
681,HO-124,CookieTheft,19,0.000251655629139,253.0,232.724682356,4807
682,HO-158,HO-158_allsc,196,0.000640129593583,226.37244898,180.732637372,44369
683,HO-158,Reading,37,0.000618708404401,226.756756757,198.907070067,8390
684,HO-158,Memory,95,0.000711642470823,174.621052632,121.427955958,16589
685,HO-158,CookieTheft,50,0.000488309861906,263.84,184.428887905,13192
686,HO-158,PupilCalib,14,0.00133358734997,442.714285714,264.961369774,6198
687,HO-162,HO-162_allsc,91,0.000589764029579,183.857142857,121.597932313,16731
688,HO-162,Reading,29,0.000485810969277,144.827586207,78.3135041108,4200
689,HO-162,Memory,8,0.000226641736076,176.0,104.919016389,1408
690,HO-162,CookieTheft,40,0.000824742268041,165.0,109.871953445,6600
691,HO-162,PupilCalib,14,0.00129545664847,323.071428571,147.006260613,4523
692,HO-165,HO-165_allsc,123,0.000494184294582,299.170731707,396.806033206,36798
693,HO-165,Reading,22,0.000407437587969,195.363636364,89.7427781705,4298
694,HO-165,Memory,22,0.000437384441043,272.909090909,389.736774306,6004
695,HO-165,CookieTheft,69,0.000523914017357,257.927536232,376.151616758,17797
696,HO-165,PupilCalib,10,0.000775253895651,869.9,537.725756207,8699
697,HO-188,HO-188_allsc,179,0.00103002612468,328.636871508,441.350515474,58826
698,HO-188,Reading,51,0.000876379008145,190.803921569,130.195548251,9731
699,HO-188,Memory,62,0.00121819432164,208.032258065,156.068602795,12898
700,HO-188,CookieTheft,61,0.00113606734458,439.31147541,402.528116657,26798
701,HO-188,PupilCalib,5,0.000454586780616,1879.8,1411.48510442,9399
702,HO-193,HO-193_allsc,254,0.00105741250328,394.948818898,462.71478651,100317
703,HO-193,Reading,111,0.00120774260938,320.891891892,257.95004278,35619
704,HO-193,Memory,47,0.00109820781831,406.489361702,497.75774937,19105
705,HO-193,CookieTheft,88,0.000940110676666,429.488636364,456.556249617,37795
706,HO-193,PupilCalib,8,0.000672325405496,974.75,1409.57447986,7798
707,HP-138,HP-138_allsc,125,0.000775390952118,249.384,266.906948386,31173
708,HP-138,Reading,42,0.000865907966353,173.380952381,116.963398982,7282
709,HP-138,Memory,21,0.000491757212439,133.333333333,57.735026919,2800
710,HP-138,CookieTheft,54,0.000909060301,294.296296296,253.708615336,15892
711,HP-138,PupilCalib,8,0.000754788187565,649.875,641.104056074,5199
712,HR-047,HR-047_allsc,43,0.00027739608936,209.139534884,174.437952046,8993
713,HR-047,Reading,20,0.000268824430764,139.6,60.131785097,2792
714,HR-047,Memory,3,8.40194925223e-05,130.666666667,60.1775151808,392
715,HR-047,CookieTheft,11,0.000316984611838,236.454545455,206.199594392,2601
716,HR-047,PupilCalib,9,0.000881747820123,356.444444444,239.319405351,3208
717,HR-102,HR-102_allsc,159,0.00065028813081,222.031446541,233.804078463,35303
718,HR-102,Reading,33,0.000604373466173,157.151515152,104.753019411,5186
719,HR-102,Memory,43,0.000455962505037,202.976744186,239.23314872,8728
720,HR-102,CookieTheft,70,0.000825471698113,219.857142857,213.068151696,15390
721,HR-102,PupilCalib,13,0.00120381516807,461.461538462,392.586851407,5999
722,HR-107,HR-107_allsc,261,0.000877594114403,220.360153257,233.923361427,57514
723,HR-107,Reading,44,0.000934123091947,190.522727273,127.014463311,8383
724,HR-107,Memory,141,0.000874678974206,186.624113475,133.750542803,26314
725,HR-107,CookieTheft,68,0.000856423173804,237.014705882,172.119837864,16117
726,HR-107,PupilCalib,8,0.000824827301784,837.5,908.58995938,6700
727,HR-110,HR-110_allsc,205,0.00103957483925,267.658536585,270.156872525,54870
728,HR-110,Reading,19,0.000386155315733,321.473684211,227.657483568,6108
729,HR-110,Memory,89,0.00131670439247,189.516853933,129.883349094,16867
730,HR-110,CookieTheft,89,0.00128055711429,268.494382022,248.31683956,23896
731,HR-110,PupilCalib,8,0.000734012294706,999.875,555.183479967,7999
732,HR-133,HR-133_allsc,16,0.000209673826154,231.1875,208.844190327,3699
